,0,1,2,3,4
0,-0.08547061448916793,-0.001004651770927012,0.0717191081494093,0.16383116622455418,0.20062906047678553
1,-0.07751896455010865,-0.07094879908618168,-0.056513894864110625,-0.033094640688432264,-0.013186965064960532
2,-0.154200109289377,-0.22464826490613632,-0.22303137009657803,-0.08264603026327677,0.03814249503193423
3,-0.07338563365374284,-0.026463799144039513,0.045974582724738866,0.08282482471986441,0.0727862060739426
4,0.020769586917595007,0.009561551443766803,0.013011907759391761,0.02510231835913146,0.024236475004727254
5,-0.05900015560655447,-0.03721540587139316,0.01406629555276595,0.05168550736561883,0.05331224386463873
6,0.013069783912214916,0.013982817472424358,0.040647982466907706,0.0594686635886319,0.06284298621903872
7,-0.18815541418734938,-0.175318035086093,-0.09198840701719746,-0.018219028337625787,0.03336075198603794
8,0.00865975579017686,-0.060162614623550326,-0.06051353202929022,-0.009123826341237873,-0.020598912953573745
9,-0.03233673847717,-0.039442552499167505,-0.04127878484723624,-0.030589805250201607,-0.013224200184595247
10,-0.03768849569678423,-0.08551965699007269,0.0003479726365185343,0.06634245510213077,0.06073473267315421
11,-0.17536173947701172,-0.19330064112727996,-0.07931333861779422,0.061220652307383716,0.05701663962099701
12,0.21136725714313798,0.28905357510302565,0.25907896271382924,0.21746802638517693,0.12064383720280603
13,-0.004850998832807818,0.011483267775474815,0.03893856538525142,0.03479387646075338,0.0189075758380568
14,-0.007969464437337592,-0.0385459322569659,0.013881300168577582,0.09244340827717679,0.11878361779963598
15,-0.3177627503173426,-0.26114627614151686,-0.14972734195180237,-0.03536243247799575,0.015051400958327577
16,-0.13098221773543628,-0.09195459589864186,0.04070176582899876,0.13779771693225484,0.10762348299249425
17,0.010096668367623352,0.0037420278240460902,1.8331724277231842e-05,0.0086775159361423,0.021739758216426708
18,0.04010409877082566,0.11605863855220377,0.17810936021851376,0.23845696603530087,0.20380585282691754
19,-0.15799387166043743,-0.11353119951672852,0.05934810999315232,0.1964597367332317,0.16677333545521833
20,-0.06469566140731331,-0.09832447973894887,-0.0933197783306241,-0.06090915540698916,-0.015018646809039637
21,-0.12915903780958615,-0.19724236931912742,-0.12358736933674663,-0.018396365107037127,0.012898402444989188
22,-0.012428729314706288,-0.007479806641640607,0.026131299353437498,0.03986595931633019,0.026342440090957098
23,-0.01587140308402013,-0.07442124743829481,-0.10596415057079867,-0.03984492420568131,0.03356807864474831
24,-0.01521246460652037,0.0061968146183062345,0.0729256334798265,0.13943984091019956,0.13336090111988597
25,0.08935519338410813,0.07496102018194506,0.0745726853783708,0.05895253958806279,0.02198773877171334
26,-0.0904067166702589,0.009487251676546293,0.15271381978527643,0.25945033179596066,0.21198989421100123
27,0.03533908411145603,0.01683618756942451,0.04923914760001935,0.03651703702053055,0.00014738115714862943
28,0.03359399037435651,0.0981502709328197,0.19868578980094753,0.23624137780279852,0.1625577022714424
29,0.037431898335853475,0.07402108893802506,0.09286955706193112,0.06129573116777465,0.026804733730386943
30,0.043463708094350295,0.10155163909075782,0.14494238526094705,0.1710093923175009,0.12325475398392882
31,0.0030917716285330243,-0.06060808467464085,-0.09865419851848856,-0.06947641512670089,0.002203187788836658
32,-0.0413506465847604,-0.0244691322586732,0.11166599369607866,0.30664654495194554,0.3095744113670662
