ID,?��,distance,angle,x,y
5,-3,0.109,332.785191,120.2838526,23.66056705
5,-3,0.11,328.4571424,120.2833671,23.66144087
5,-3,0.111,326.7161307,120.2828355,23.66228783
5,-3,0.112,322.7386244,120.2822516,23.66309918
5,-3,0.113,321.4799443,120.2816918,23.66392466
5,-3,0.114,315.0107303,120.2810228,23.66466722
5,-3,0.115,310.5945333,120.2802878,23.66534442
5,-3,0.116,307.7690222,120.2794976,23.66595708
5,-3,0.117,294.0387389,120.2786445,23.66647198
5,-3,0.118,282.9689764,120.277712,23.66682938
5,-3,0.119,279.7058962,120.2767366,23.66704919
5,-3,0.12,275.3302092,120.2757479,23.66719741
5,-3,0.121,269.6578619,120.2747506,23.66726716
5,-3,0.122,269.583611,120.2737507,23.66726793
5,-3,0.123,263.0267415,120.2727639,23.66736493
5,-3,0.124,267.399112,120.2717675,23.66728865
5,-3,0.125,267.9047728,120.2707684,23.66724613
5,-3,0.126,268.8327843,120.2697689,23.66721568
5,-3,0.127,270.109565,120.2687689,23.66720422
5,-3,0.128,273.9232169,120.2677694,23.6672251
5,-3,0.129,269.8660704,120.2667706,23.66726703
5,-3,0.13,275.1165141,120.2657728,23.66732147
5,-3,0.131,282.4794226,120.264784,23.6674638
5,-3,0.132,280.663826,120.2638014,23.66764743
5,-3,0.133,284.2065401,120.2628248,23.66786136
5,-3,0.134,285.9036808,120.2618578,23.66811585
5,-3,0.135,300.546366,120.2609099,23.66842848
5,-3,0.136,288.3140252,120.2600265,23.66889199
5,-3,0.137,301.2633004,120.2591146,23.6692939
5,-3,0.138,305.2547793,120.2582695,23.66982785
5,-3,0.139,312.3953046,120.2574916,23.6704548
5,-3,0.14,322.8977015,120.256811,23.67118508
5,-3,0.141,332.1771287,120.2562473,23.67200989
5,-3,0.142,342.6212525,120.2558318,23.67291815
5,-3,0.143,352.1253775,120.255586,23.67388596
5,-3,0.144,359.9524877,120.2555052,23.67488148
5,-3,0.145,7.146507688,120.255571,23.67587823
5,-3,0.146,10.7255761,120.2557461,23.6768625
5,-3,0.147,21.18252758,120.2560632,23.6778095
5,-3,0.148,25.94435318,120.2564551,23.67872828
5,-3,0.149,30.96596866,120.2569523,23.67959566
5,-3,0.15,46.79162902,120.2575077,23.68040448
5,-3,0.151,39.93712685,120.2581357,23.68118084
5,-3,0.152,44.76422362,120.2587982,23.68192963
5,-3,0.153,47.11995668,120.2595142,23.68262743
5,-3,0.154,50.39737527,120.2602716,23.68328014
5,-3,0.155,53.44215668,120.2610641,23.68388989
5,-3,0.156,57.95897413,120.2618888,23.68445412
5,-3,0.157,61.92720261,120.2627579,23.68494829
5,-3,0.158,65.88778471,120.2636521,23.68539529
5,-3,0.159,68.37813126,120.2645757,23.68577829
5,-3,0.16,73.55594302,120.265519,23.68610859
5,-3,0.161,77.68555612,120.2664848,23.68636656
5,-3,0.162,82.53565672,120.2674675,23.68655007
5,-3,0.163,86.87151551,120.2684615,23.68665626
5,-3,0.164,93.0397995,120.2694604,23.68668821
5,-3,0.165,95.71288478,120.2704584,23.68662761
5,-3,0.166,100.211704,120.2714489,23.68649298
5,-3,0.167,104.1783524,120.2724262,23.68628278
5,-3,0.168,112.8808687,120.273369,23.6859555
5,-3,0.169,120.1578804,120.2742734,23.68553029
5,-3,0.17,124.9931482,120.2751214,23.68500164
5,-3,0.171,133.5488083,120.2758882,23.68436164
5,-3,0.172,145.0620984,120.2765305,23.68359787
5,-3,0.173,155.41787,120.2770328,23.68273542
5,-3,0.174,162.0345322,120.2773982,23.6818055
5,-3,0.175,163.878056,120.2776834,23.68084713
5,-3,0.176,160.4019796,120.2779882,23.67989506
5,-3,0.177,149.1055137,120.2784265,23.67899893
5,-3,0.178,133.4526802,120.2790661,23.67823608
5,-3,0.179,110.5728197,120.2799212,23.67773324
5,-3,0.18,87.18095344,120.2808988,23.67757977
5,-3,0.181,64.15045118,120.2818563,23.67783166
5,-3,0.182,42.3633757,120.2826367,23.67844141
5,-3,0.183,34.77204334,120.283272,23.67921125
5,-3,0.184,24.3698235,120.2837485,23.68008832
5,-3,0.185,19.33018921,120.2841096,23.68102039
5,-3,0.186,18.20970309,120.2844239,23.68196968
5,-3,0.187,17.10442695,120.2847132,23.68292688
5,-3,0.188,24.91578443,120.2850664,23.68386213
5,-3,0.189,27.83848661,120.285513,23.6847564
5,-3,0.19,32.64488022,120.2860334,23.6856099
5,-3,0.191,34.08944877,120.2866113,23.68642573
5,-3,0.192,41.7383807,120.2872204,23.68721745
5,-3,0.193,46.18098073,120.2879073,23.6879439
5,-3,0.194,47.41275241,120.2886294,23.68863554
5,-3,0.195,50.27912727,120.2893828,23.68929288
5,-3,0.196,52.56359172,120.2901627,23.68991863
5,-3,0.197,54.27704664,120.290964,23.69051686
5,-3,0.198,56.64979105,120.2917917,23.6910778
5,-3,0.199,58.72623395,120.2926404,23.69160658
5,-3,0.2,61.23170757,120.2935065,23.69210618
5,-3,0.201,64.75857769,120.2943919,23.69257057
5,-3,0.202,65.56620471,120.2952967,23.69299657
5,-3,0.203,66.4561704,120.2962113,23.69340066
5,-3,0.204,68.55060246,120.2971374,23.69377787
5,-3,0.205,69.81929167,120.2980723,23.69413261
5,-3,0.206,70.39109119,120.2990143,23.69446808
5,-3,0.207,71.99071109,120.2999638,23.69478119
5,-3,0.208,69.70861454,120.300905,23.69511851
5,-3,0.209,66.37387725,120.3018333,23.69548985
5,-3,0.21,56.97593999,120.3027193,23.69595017
5,-3,0.211,48.70791861,120.3035053,23.69656494
5,-3,0.212,34.45731175,120.3041449,23.69733182
5,-3,0.213,28.56186814,120.3046858,23.69817168
5,-3,0.214,25.23912502,120.3051424,23.69906115
5,-3,0.215,22.54091658,120.3055579,23.69997066
5,-3,0.216,26.58517528,120.3059118,23.70090284
5,-3,0.217,26.52371468,120.3063529,23.70180025
5,-3,0.218,20.82942961,120.3067291,23.7027255
5,-3,0.219,21.51043096,120.3070892,23.70365838
5,-3,0.22,20.99803718,120.3074722,23.70458206
5,-3,0.221,21.39103985,120.3078345,23.70551414
5,-3,0.222,20.30148384,120.3081919,23.70644796
5,-3,0.223,20.46606907,120.3085673,23.70737444
5,-3,0.224,25.11548747,120.3089395,23.70830229
5,-3,0.225,24.24935418,120.3093468,23.70921556
5,-3,0.226,25.05180863,120.3097655,23.71012366
5,-3,0.227,25.33667358,120.3101917,23.71102828
5,-3,0.228,28.30606591,120.3106503,23.71191675
5,-3,0.229,30.824345,120.3111456,23.71278529
5,-3,0.23,34.19052881,120.3116886,23.71362481
5,-3,0.231,39.75528525,120.3122969,23.71441787
5,-3,0.232,52.15932212,120.3129432,23.71517582
5,-3,0.233,46.40669722,120.3136901,23.71583803
5,-3,0.234,52.08451322,120.3144412,23.71649787
5,-3,0.235,54.52936463,120.3152371,23.71710296
5,-3,0.236,56.39883261,120.3160601,23.71767076
5,-3,0.237,57.07991595,120.3168984,23.71821587
5,-3,0.238,58.5663528,120.317753,23.7187349
5,-3,0.239,60.3304367,120.3186116,23.71924753
5,-3,0.24,60.65787609,120.319479,23.71974511
5,-3,0.241,62.18421937,120.3203552,23.72022698
5,-3,0.242,64.86887681,120.3212488,23.7206755
5,-3,0.243,68.28008446,120.3221536,23.72110093
5,-3,0.244,70.70518695,120.3230866,23.72146066
5,-3,0.245,70.71476176,120.3240299,23.72179278
5,-3,0.246,75.20361555,120.3249923,23.72206385
5,-3,0.247,78.62213669,120.3259688,23.72227875
5,-3,0.248,82.0885869,120.3269564,23.72243432
5,-3,0.249,84.85638632,120.3279512,23.72253615
5,-3,0.25,88.92858194,120.3289498,23.7225881
5,-3,0.251,90.8279247,120.3299497,23.72259788
5,-3,0.252,92.15635924,120.3309494,23.72257512
5,-3,0.253,93.69286922,120.3319482,23.72252838
5,-3,0.254,94.55159257,120.3329458,23.72245886
5,-3,0.255,95.17047241,120.3339422,23.72237418
5,-3,0.256,95.41214447,120.334938,23.72228209
5,-3,0.257,95.38024398,120.3359335,23.7221874
5,-3,0.258,95.96508741,120.3369287,23.72208974
5,-3,0.259,97.65885683,120.3379221,23.72197591
5,-3,0.26,101.0017867,120.3389098,23.72182052
5,-3,0.261,103.3882759,120.3398873,23.72160999
5,-3,0.262,104.130652,120.3408573,23.72136723
5,-3,0.263,103.1497254,120.3418283,23.72112822
5,-3,0.264,102.5390575,120.3428017,23.72089921
5,-3,0.265,101.1494758,120.3437794,23.72068918
5,-3,0.266,101.2372912,120.3447587,23.72048703
5,-3,0.267,100.7245514,120.3457401,23.72029471
5,-3,0.268,101.0657432,120.3467215,23.72010271
5,-3,0.269,101.9054147,120.347701,23.71990163
5,-3,0.27,102.7218459,120.3486785,23.71969082
5,-3,0.271,104.0705271,120.3496495,23.71945217
5,-3,0.272,104.9234891,120.3506188,23.71920641
5,-3,0.273,106.0936755,120.3515833,23.71894243
5,-3,0.274,105.3067755,120.3525466,23.71867379
5,-3,0.275,103.1417457,120.3535134,23.71841856
5,-3,0.276,101.7770352,120.354489,23.71819901
5,-3,0.277,101.9690094,120.3554679,23.71799467
5,-3,0.278,104.1491206,120.3564443,23.71777895
5,-3,0.279,105.6410539,120.3574118,23.71752622
5,-3,0.28,106.5348653,120.3583726,23.71724926
5,-3,0.281,102.3024792,120.3593409,23.71700191
5,-3,0.282,85.3924239,120.3603362,23.71698422
5,-3,0.283,70.01260271,120.3612983,23.71725006
5,-3,0.284,61.86774309,120.3622125,23.7176538
5,-3,0.285,56.41213634,120.3630776,23.71815452
5,-3,0.286,53.11268989,120.3638934,23.71873212
5,-3,0.287,47.43788027,120.3646567,23.71937656
5,-3,0.288,39.12113548,120.3653324,23.72011271
5,-3,0.289,33.15436954,120.3659281,23.72091518
5,-3,0.29,27.82225988,120.3664425,23.72177214
5,-3,0.291,18.90317545,120.3668511,23.72268313
5,-3,0.292,11.95393076,120.3672133,23.72361199
5,-3,0.293,10.87413224,120.3674089,23.72459264
5,-3,0.294,9.514056091,120.3676028,23.72557344
5,-3,0.295,14.85549716,120.367809,23.72655046
5,-3,0.296,14.49142935,120.36809,23.72750963
5,-3,0.297,14.30228594,120.3683369,23.72847866
5,-3,0.298,10.63993957,120.3685795,23.72944862
5,-3,0.299,13.50120832,120.3686983,23.73043732
5,-3,0.3,345.4202239,120.3688233,23.73140644
5,-3,0.301,16.10581389,120.3689276,23.73238091
5,-3,0.302,16.72421227,120.3692116,23.73333975
5,-3,0.303,17.67227969,120.3695472,23.73428095
5,-3,0.304,23.34604759,120.3697133,23.73526231
5,-3,0.305,19.54251131,120.3700355,23.73620588
5,-3,0.306,29.34321813,120.3704699,23.73710562
5,-3,0.307,18.55789205,120.3708134,23.73803953
5,-3,0.308,15.31660735,120.3711336,23.73898656
5,-3,0.309,20.57621654,120.3715005,23.73991295
5,-3,0.31,43.07699848,120.3719883,23.74077749
5,-3,0.311,37.9961812,120.3726137,23.74154943
5,-3,0.312,36.63046191,120.3731968,23.74236162
5,-3,0.313,48.08812761,120.3738801,23.74308899
5,-3,0.314,52.2236549,120.3746479,23.74372917
5,-3,0.315,44.22419074,120.3754301,23.7443509
5,-3,0.316,18.8079314,120.3759939,23.74515518
5,-3,0.317,322.4337713,120.3757498,23.74606709
5,-3,0.318,261.7811683,120.3748144,23.74629097
5,-3,0.319,261.1764041,120.373829,23.74612269
5,-3,0.32,270.073429,120.372839,23.74599555
5,-3,0.321,281.4058854,120.371846,23.74608534
5,-3,0.322,291.9922332,120.3708851,23.7463552
5,-3,0.323,301.1087814,120.3699808,23.74677947
5,-3,0.324,300.4244047,120.3691169,23.74728258
5,-3,0.325,305.8843442,120.3682986,23.74785687
5,-3,0.326,313.1095325,120.3675288,23.7484945
5,-3,0.327,314.9756953,120.3668086,23.74918811
5,-3,0.328,318.1669667,120.3661263,23.74991901
5,-3,0.329,320.0024106,120.3654815,23.75068324
5,-3,0.33,325.8954879,120.3648702,23.75147385
5,-3,0.331,330.8621245,120.364343,23.7523225
5,-3,0.332,333.1286031,120.3638684,23.7532024
5,-3,0.333,339.0521351,120.3634809,23.75412369
5,-3,0.334,355.8768154,120.3632178,23.75508735
5,-3,0.335,7.518251252,120.363201,23.75608529
5,-3,0.336,22.52219587,120.3634421,23.75705124
5,-3,0.337,39.71007655,120.3639435,23.75791044
5,-3,0.338,49.66258635,120.3646469,23.75861802
5,-3,0.339,61.54749738,120.3654678,23.75918695
5,-3,0.34,68.69909717,120.3663681,23.75962138
5,-3,0.341,75.93306545,120.3673233,23.75991428
5,-3,0.342,77.03503307,120.3682915,23.76016347
5,-3,0.343,80.17259698,120.3692723,23.76035769
5,-3,0.344,81.48999385,120.3702607,23.76050902
5,-3,0.345,85.85941053,120.3712558,23.76060473
5,-3,0.346,88.37508117,120.3722546,23.76065134
5,-3,0.347,90.96976437,120.3732545,23.76065255
5,-3,0.348,93.43333357,120.3742535,23.76061176
5,-3,0.349,96.61842932,120.3752488,23.76051599
5,-3,0.35,99.58512735,120.3762386,23.76037562
5,-3,0.351,102.6960384,120.377218,23.76017428
5,-3,0.352,106.2780144,120.3781837,23.75991536
5,-3,0.353,109.9816562,120.3791419,23.75963308
5,-3,0.354,113.0426479,120.3800691,23.75925882
5,-3,0.355,118.7123977,120.3809633,23.75881229
5,-3,0.356,125.2441906,120.3818223,23.75830086
5,-3,0.357,127.5189418,120.3826322,23.7577146
5,-3,0.358,131.4040892,120.3834009,23.7570754
5,-3,0.359,136.3759139,120.3841206,23.75638161
5,-3,0.36,145.9072201,120.3847795,23.75563158
5,-3,0.361,145.8494327,120.3852869,23.75477123
5,-3,0.362,144.0728845,120.3858732,23.75396116
5,-3,0.363,143.8630936,120.3864586,23.75315053
5,-3,0.364,143.7001948,120.3870544,23.75234745
5,-3,0.365,138.6674713,120.3876676,23.75155775
5,-3,0.366,147.6868793,120.3882754,23.75076755
5,-3,0.367,130.0330189,120.3889865,23.75007033
5,-3,0.368,126.5743825,120.389773,23.74945325
5,-3,0.369,123.8943377,120.3905962,23.74888574
5,-3,0.37,119.1044909,120.3914425,23.74835351
5,-3,0.371,121.361047,120.3923071,23.74785132
5,-3,0.372,122.679369,120.3931571,23.74732478
5,-3,0.373,122.9023887,120.393998,23.74678359
5,-3,0.374,125.8157658,120.3948217,23.74621692
5,-3,0.375,127.0305554,120.3956325,23.745632
5,-3,0.376,127.871328,120.396424,23.74502109
5,-3,0.377,131.4837271,120.3971926,23.74438176
5,-3,0.378,129.7478616,120.3979518,23.74373149
5,-3,0.379,134.5951794,120.398683,23.74304972
5,-3,0.38,132.7379472,120.3994118,23.74236527
5,-3,0.381,130.0750039,120.4001363,23.74167637
5,-3,0.382,125.4683224,120.4009128,23.74104774
5,-3,0.383,113.673816,120.4017816,23.74055997
5,-3,0.384,95.81588694,120.4027504,23.7403359
5,-3,0.385,89.70511932,120.4037496,23.74031471
5,-3,0.386,95.37343093,120.4047478,23.74026712
5,-3,0.387,105.9899238,120.4057247,23.74006291
5,-3,0.388,118.9195964,120.4066382,23.73966307
5,-3,0.389,128.9794967,120.4074556,23.73909014
5,-3,0.39,131.0770371,120.4082326,23.73846348
5,-3,0.391,109.6705229,120.4091266,23.7380307
5,-3,0.392,96.60562695,120.4101041,23.73783405
5,-3,0.393,93.25926529,120.4111011,23.73775998
5,-3,0.394,93.64776157,120.4120993,23.73770004
5,-3,0.395,93.5746158,120.4130973,23.73763616
5,-3,0.396,92.88128132,120.4140958,23.73758303
5,-3,0.397,97.20982917,120.4150912,23.73749162
5,-3,0.398,109.5404541,120.4160557,23.73723792
5,-3,0.399,124.1513403,120.4169288,23.7367603
5,-3,0.4,143.3775012,120.4176699,23.73609474
5,-3,0.401,159.0947673,120.4181869,23.73524318
5,-3,0.402,177.416154,120.4183953,23.73427216
5,-3,0.403,198.4154152,120.4182371,23.73329379
5,-3,0.404,220.0847895,120.4177022,23.73245758
5,-3,0.405,239.3682594,120.4169163,23.73184614
5,-3,0.406,250.2225805,120.4160217,23.73140545
5,-3,0.407,254.6838317,120.4150739,23.73108888
5,-3,0.408,250.4111168,120.4141137,23.73081077
5,-3,0.409,228.927485,120.4132166,23.73037994
5,-3,0.41,217.3282169,120.412523,23.72966646
5,-3,0.411,205.4207544,120.4120309,23.72879876
5,-3,0.412,198.042325,120.4116757,23.72786512
5,-3,0.413,183.5466376,120.4115123,23.72688271
5,-3,0.414,149.5199667,120.4117273,23.72591419
5,-3,0.415,145.3130952,120.4122471,23.72506209
5,-3,0.416,148.2386222,120.4128012,23.72422978
5,-3,0.417,149.0796868,120.4133087,23.72336825
5,-3,0.418,140.7318602,120.4138623,23.72253659
5,-3,0.419,130.8226284,120.4145459,23.72180862
5,-3,0.42,119.5819522,120.4153496,23.7212168
5,-3,0.421,115.2083007,120.4162377,23.72075868
5,-3,0.422,108.4886177,120.417176,23.7204137
5,-3,0.423,105.3897628,120.4181355,23.72013253
5,-3,0.424,105.6076623,120.4190991,23.71986544
5,-3,0.425,108.6995816,120.4200522,23.71956351
5,-3,0.426,118.1877922,120.420965,23.71915798
5,-3,0.427,130.5484516,120.4217953,23.71860499
5,-3,0.428,137.7694452,120.4225092,23.71790743
5,-3,0.429,148.7538654,120.423082,23.71708973
5,-3,0.43,159.365807,120.4235084,23.71618764
5,-3,0.431,171.6918371,120.4237386,23.7152175
5,-3,0.432,191.8017543,120.4237152,23.71422075
5,-3,0.433,200.8361442,120.4234559,23.71325647
5,-3,0.434,206.7055379,120.4230121,23.71236426
5,-3,0.435,208.3927652,120.422555,23.711475
5,-3,0.436,206.7374639,120.4220837,23.71059316
5,-3,0.437,213.4932548,120.4216138,23.7097112
5,-3,0.438,199.4411563,120.4211858,23.70881192
5,-3,0.439,187.5410884,120.4208662,23.70786652
5,-3,0.44,182.6595635,120.4206649,23.70689199
5,-3,0.441,173.2679678,120.4206538,23.70589412
5,-3,0.442,165.2176171,120.4208436,23.70491366
5,-3,0.443,152.266899,120.4212203,23.7039936
5,-3,0.444,153.6157806,120.4216457,23.70308915
5,-3,0.445,149.587827,120.4221253,23.702212
5,-3,0.446,147.4893118,120.4226397,23.70135461
5,-3,0.447,148.2285444,120.4231507,23.70049526
5,-3,0.448,146.8751214,120.4236621,23.69963621
5,-3,0.449,151.8614655,120.4241646,23.69877183
5,-3,0.45,158.9005629,120.4245783,23.69786185
5,-3,0.451,167.6390568,120.4248777,23.69690912
5,-3,0.452,176.9085814,120.4250088,23.69591959
5,-3,0.453,183.5409957,120.425009,23.69492069
5,-3,0.454,187.7235118,120.4248962,23.69392734
5,-3,0.455,190.6987241,120.424712,23.69294482
5,-3,0.456,190.1457147,120.4245446,23.69195909
5,-3,0.457,190.7008201,120.4243612,23.69097606
5,-3,0.458,189.4718786,120.4241805,23.68999261
5,-3,0.459,190.1751123,120.4240037,23.68900838
5,-3,0.46,199.744718,120.4238698,23.68801965
5,-3,0.461,196.1497548,120.4236151,23.68705638
5,-3,0.462,187.1478294,120.4233328,23.6860996
5,-3,0.463,190.3014387,120.4231583,23.68511562
5,-3,0.464,185.9129189,120.422951,23.68414071
5,-3,0.465,195.5496798,120.4227923,23.6831573
5,-3,0.466,190.9839831,120.4225973,23.68217676
5,-3,0.467,188.8077262,120.4224413,23.68118946
5,-3,0.468,189.2775173,120.4222534,23.68020792
5,-3,0.469,220.4042932,120.4219636,23.67927733
5,-3,0.47,193.1702371,120.4216783,23.6783724
5,-3,0.471,184.8967939,120.4215598,23.6773818
5,-3,0.472,192.7612978,120.4213648,23.6764024
5,-3,0.473,196.2922276,120.4211203,23.67543329
5,-3,0.474,193.2870429,120.4208678,23.67446602
5,-3,0.475,199.8403354,120.4204619,23.67356795
5,-3,0.476,194.9969951,120.4200947,23.6726389
5,-3,0.477,192.7381859,120.4198426,23.67167136
5,-3,0.478,196.2973069,120.4196101,23.67069906
5,-3,0.479,204.694084,120.4193442,23.66973919
5,-3,0.48,196.7860679,120.4189869,23.66880656
5,-3,0.481,189.9010837,120.4187338,23.66784085
5,-3,0.482,197.9307192,120.418446,23.66688432
5,-3,0.483,198.4681077,120.4181317,23.66593499
5,-3,0.484,225.5510659,120.4176194,23.66510818
5,-3,0.485,220.4982198,120.4171183,23.6642677
5,-3,0.486,199.2917405,120.416703,23.6633704
5,-3,0.487,199.6280822,120.4163608,23.6624308
5,-3,0.488,199.9965644,120.4160021,23.66149765
5,-3,0.489,195.0512857,120.4157497,23.66053085
5,-3,0.49,200.454695,120.4154068,23.65959173
5,-3,0.491,200.4038562,120.4151659,23.65862355
5,-3,0.492,194.8622237,120.4147309,23.65772781
5,-3,0.493,199.475571,120.4143202,23.65682909
5,-3,0.494,198.9642867,120.4139893,23.65588543
5,-3,0.495,198.9322984,120.4136674,23.65493865
5,-3,0.496,196.653641,120.4132531,23.6540325
5,-3,0.497,195.4144749,120.4129747,23.65307206
5,-3,0.498,193.6970169,120.4127116,23.65210743
5,-3,0.499,192.1399181,120.4125469,23.65112315
5,-3,0.5,189.7797852,120.4123614,23.6501406
5,-3,0.501,185.5009897,120.4122256,23.64915
5,-3,0.502,179.8466043,120.412154,23.64815302
5,-3,0.503,173.7574801,120.4121672,23.64715424
5,-3,0.504,173.4807459,120.4122544,23.64615841
5,-3,0.505,172.2575416,120.4123962,23.64516864
5,-3,0.506,167.665272,120.4125709,23.64418416
5,-3,0.507,170.6692309,120.4127888,23.64320843
5,-3,0.508,161.8625234,120.41301,23.64223469
5,-3,0.509,159.0583684,120.4133305,23.64128771
5,-3,0.51,159.6757273,120.4136912,23.64035508
5,-3,0.511,158.0249859,120.4140533,23.639423
5,-3,0.512,156.2772636,120.4144363,23.63849937
5,-3,0.513,154.979244,120.4148502,23.63758908
5,-3,0.514,152.8954977,120.415292,23.63669206
5,-3,0.515,150.8737804,120.4157655,23.63581132
5,-3,0.516,148.7013792,120.4162701,23.6349481
5,-3,0.517,147.9004776,120.4167961,23.63409763
5,-3,0.518,146.1738197,120.4173417,23.63325961
5,-3,0.519,145.6535204,120.4179017,23.63243118
5,-3,0.52,145.5511148,120.4184668,23.63160616
5,-3,0.521,145.758563,120.4190295,23.63077946
5,-3,0.522,145.8458107,120.4195894,23.62995092
5,-3,0.523,146.5535575,120.420147,23.62912083
5,-3,0.524,147.1674344,120.420694,23.62828368
5,-3,0.525,150.1485352,120.420961,23.62736643
5,-3,0.526,152.6765113,120.4214318,23.62648432
5,-3,0.527,152.6090883,120.4218927,23.62559691
5,-3,0.528,153.2067811,120.4223507,23.62470797
5,-3,0.529,154.1249803,120.4227962,23.6238127
5,-3,0.53,151.5346142,120.4232506,23.62292227
5,-3,0.531,155.7813094,120.4237017,23.62203039
5,-3,0.532,156.7126706,120.4241062,23.62111589
5,-3,0.533,158.5871818,120.4243301,23.62015852
5,-3,0.534,159.5836868,120.4246879,23.61922474
5,-3,0.535,160.7273084,120.4250124,23.61827903
1,-3,0,77.06105116,120.487505,23.8440294
1,-3,0.001,69.71622147,120.4884661,23.84430216
1,-3,0.002,60.63279147,120.4893811,23.84470237
1,-3,0.003,54.48027814,120.4902229,23.84523955
1,-3,0.004,38.89853254,120.4909632,23.84590827
1,-3,0.005,30.94772249,120.4915343,23.84672629
1,-3,0.006,3.952244778,120.491838,23.84767443
1,-3,0.007,341.9921788,120.4917799,23.84866477
1,-3,0.008,324.7584083,120.4913662,23.84956921
1,-3,0.009,321.0930093,120.4907534,23.85035777
1,-3,0.01,312.082864,120.4900393,23.85105703
1,-3,0.011,308.250135,120.4892684,23.85169336
1,-3,0.012,300.2154641,120.4884347,23.85224475
1,-3,0.013,294.6143991,120.4875517,23.85271282
1,-3,0.014,288.3008348,120.4866244,23.85308544
1,-3,0.015,281.2470242,120.4856609,23.85334962
1,-3,0.016,273.6499559,120.4846712,23.85348548
1,-3,0.017,265.9850647,120.4836723,23.85348924
1,-3,0.018,257.9720024,120.4826826,23.85335481
1,-3,0.019,250.3027244,120.4817208,23.8530851
1,-3,0.02,242.1942481,120.4808061,23.85268341
1,-3,0.021,227.7835026,120.4799824,23.85212009
1,-3,0.022,217.6259639,120.4793041,23.85138813
1,-3,0.023,203.4920936,120.4788123,23.85052152
1,-3,0.024,188.0282875,120.4785554,23.84955998
1,-3,0.025,171.5549984,120.478593,23.84856578
1,-3,0.026,155.7094217,120.4789281,23.84762723
1,-3,0.027,140.8965314,120.4794976,23.84680778
1,-3,0.028,130.8596891,120.4802022,23.84610003
1,-3,0.029,124.8622145,120.4809868,23.84548121
1,-3,0.03,120.3465963,120.4818346,23.84495161
1,-3,0.031,113.5865361,120.4827336,23.84451509
1,-3,0.032,106.3747669,120.4836752,23.84418074
1,-3,0.033,98.58217479,120.4846498,23.84396218
1,-3,0.034,92.18955614,120.4856446,23.84386805
1,-3,0.035,84.6785718,120.486643,23.84390028
2,-3,0,72.01950333,120.4814494,23.95642528
2,-3,0.001,66.95581177,120.4823803,23.95678952
2,-3,0.002,60.07289901,120.4832639,23.95725598
2,-3,0.003,46.02106307,120.4840745,23.95783889
2,-3,0.004,36.9993547,120.4847443,23.95857738
2,-3,0.005,15.80814615,120.4851544,23.95948081
2,-3,0.006,355.5637154,120.4851995,23.96047273
2,-3,0.007,333.8696213,120.4849184,23.96142945
2,-3,0.008,328.4314671,120.4844342,23.96230311
2,-3,0.009,316.9014706,120.4838039,23.96307818
2,-3,0.01,308.4750478,120.4830689,23.96375457
2,-3,0.011,297.9640042,120.4822329,23.96430005
2,-3,0.012,285.5007845,120.4813129,23.96468508
2,-3,0.013,273.2249324,120.4803318,23.96486377
2,-3,0.014,261.2545004,120.4793345,23.96484197
2,-3,0.015,246.1695716,120.4783728,23.9645829
2,-3,0.016,232.107513,120.4774985,23.9641031
2,-3,0.017,223.6442727,120.4767528,23.96343984
2,-3,0.018,213.5107566,120.4761359,23.96265517
2,-3,0.019,201.4045302,120.4756759,23.96176875
2,-3,0.02,189.5779875,120.4753913,23.96081224
2,-3,0.021,177.8761674,120.4753094,23.95981831
2,-3,0.022,164.6796612,120.4754626,23.95883376
2,-3,0.023,149.3318011,120.475868,23.95792448
2,-3,0.024,133.2783215,120.4765011,23.95715585
2,-3,0.025,117.0727934,120.4773205,23.9565901
2,-3,0.026,103.2525626,120.4782526,23.95623755
2,-3,0.027,91.69014344,120.4792404,23.95609895
2,-3,0.028,81.65518158,120.4802371,23.95615201
2,-3,0.029,74.18001368,120.4812144,23.9563587
5,-3,0,230.0912039,120.1719109,23.31895194
5,-3,0.001,271.9288195,120.171029,23.31853949
5,-3,0.002,313.0011023,120.1700925,23.31881375
5,-3,0.003,343.8668405,120.1695518,23.31963199
5,-3,0.004,15.78869132,120.1695712,23.32061084
5,-3,0.005,72.27791657,120.1702057,23.32134475
5,-3,0.006,114.5624607,120.1711759,23.3213971
5,-3,0.007,135.806015,120.1719709,23.32081872
5,-3,0.008,173.3570779,120.1722852,23.31989072
5,-3,0.009,217.113353,120.1719319,23.31897966
6,-3,0,199.231538,120.1603281,23.33288632
7,-3,0,264.8544688,120.1623989,23.37759402
7,-3,0.001,294.2202689,120.1614127,23.37766057
7,-3,0.002,314.7591116,120.1605754,23.37818816
7,-3,0.003,345.2292043,120.1600556,23.37902934
7,-3,0.004,10.37713354,120.1599753,23.38001385
7,-3,0.005,41.28525148,120.1604143,23.38089349
7,-3,0.006,74.49189751,120.1612707,23.38137486
7,-3,0.007,101.9915148,120.1622568,23.38136388
7,-3,0.008,128.3230749,120.1631419,23.38092468
7,-3,0.009,156.1390169,120.1637651,23.38016024
7,-3,0.01,186.9727499,120.163936,23.37919446
7,-3,0.011,217.1061996,120.1635501,23.37829078
7,-3,0.012,251.1704626,120.1627614,23.37770491
1,-3,0,263.1850811,120.522897,22.4223182
1,-3,0.001,290.0032866,120.521935,22.42256582
1,-3,0.002,296.7775526,120.5210246,22.42297728
1,-3,0.003,297.2955519,120.5201317,22.42342727
