differential_evolution step 1: f(x)= 17.5471
17.54711446
TRUE
[0.96138592 0.93790239 0.10692355 0.28116767 0.00429375 0.42623718
 0.89605926 0.56100058 0.16565475 0.0328612  0.88374148 0.6100276
 0.28274609 0.50917114]
differential_evolution step 1: f(x)= 10.1915
differential_evolution step 2: f(x)= 10.1825
differential_evolution step 3: f(x)= 10.178
differential_evolution step 4: f(x)= 10.178
differential_evolution step 5: f(x)= 10.178
differential_evolution step 6: f(x)= 10.1735
differential_evolution step 7: f(x)= 10.1735
differential_evolution step 8: f(x)= 10.1735
differential_evolution step 9: f(x)= 10.1725
differential_evolution step 10: f(x)= 10.1725
differential_evolution step 11: f(x)= 10.1725
differential_evolution step 12: f(x)= 10.1725
differential_evolution step 13: f(x)= 10.1725
differential_evolution step 14: f(x)= 10.1725
differential_evolution step 15: f(x)= 10.1725
differential_evolution step 16: f(x)= 10.1725
differential_evolution step 17: f(x)= 10.1725
differential_evolution step 18: f(x)= 10.1723
differential_evolution step 19: f(x)= 10.1723
differential_evolution step 20: f(x)= 10.1723
differential_evolution step 21: f(x)= 10.1723
differential_evolution step 22: f(x)= 10.1723
differential_evolution step 23: f(x)= 10.1723
differential_evolution step 24: f(x)= 10.1723
differential_evolution step 25: f(x)= 10.1723
differential_evolution step 26: f(x)= 10.1723
differential_evolution step 27: f(x)= 10.1723
differential_evolution step 28: f(x)= 10.1723
differential_evolution step 29: f(x)= 10.1723
differential_evolution step 30: f(x)= 10.1723
differential_evolution step 31: f(x)= 10.1723
differential_evolution step 32: f(x)= 10.1723
differential_evolution step 33: f(x)= 10.1722
differential_evolution step 34: f(x)= 10.1722
differential_evolution step 35: f(x)= 10.1722
differential_evolution step 36: f(x)= 10.1722
differential_evolution step 37: f(x)= 10.1722
differential_evolution step 38: f(x)= 10.1722
differential_evolution step 39: f(x)= 10.1722
differential_evolution step 40: f(x)= 10.1722
differential_evolution step 41: f(x)= 10.1722
differential_evolution step 42: f(x)= 10.1722
differential_evolution step 43: f(x)= 10.1722
differential_evolution step 44: f(x)= 10.1722
differential_evolution step 45: f(x)= 10.1722
differential_evolution step 46: f(x)= 10.1722
differential_evolution step 47: f(x)= 10.1722
differential_evolution step 48: f(x)= 10.1722
differential_evolution step 49: f(x)= 10.1722
differential_evolution step 50: f(x)= 10.1722
differential_evolution step 51: f(x)= 10.1722
differential_evolution step 52: f(x)= 10.1722
differential_evolution step 53: f(x)= 10.1722
differential_evolution step 54: f(x)= 10.1722
differential_evolution step 55: f(x)= 10.1722
differential_evolution step 56: f(x)= 10.1722
differential_evolution step 57: f(x)= 10.1722
differential_evolution step 58: f(x)= 10.1722
differential_evolution step 59: f(x)= 10.1722
differential_evolution step 60: f(x)= 10.1722
