ID,下陷??Shape_Leng,angle,x,y,
8,-3,0.238,181.6822748,120.2235061,23.43672475
8,-3,0.239,179.1633839,120.2235278,23.43572525
8,-3,0.24,178.4566784,120.2235481,23.43472546
8,-3,0.241,177.6378245,120.2235803,23.43372599
8,-3,0.242,176.5235894,120.2236308,23.43272729
8,-3,0.243,176.2991082,120.2237076,23.43173036
8,-3,0.244,174.2737766,120.2237995,23.43073465
8,-3,0.245,171.9498878,120.223922,23.42974222
8,-3,0.246,170.1385651,120.2240755,23.42875413
8,-3,0.247,163.888026,120.2242805,23.42777635
8,-3,0.248,167.0727875,120.2245102,23.42680343
8,-3,0.249,165.850371,120.2247184,23.42582598
8,-3,0.25,164.5043212,120.224974,23.42485921
8,-3,0.251,163.6625203,120.2252453,23.42389672
8,-3,0.252,163.0651952,120.2255291,23.42293785
8,-3,0.253,162.2650868,120.2258255,23.42198281
8,-3,0.254,161.5085982,120.2261587,23.42104029
8,-3,0.255,159.9157677,120.2264892,23.42009655
8,-3,0.256,161.845635,120.2268483,23.41916411
8,-3,0.257,155.5164175,120.2272513,23.41824997
8,-3,0.258,148.7973817,120.2277349,23.41737546
8,-3,0.259,145.2896596,120.2282848,23.41654061
8,-3,0.26,143.8528699,120.2288693,23.41572931
8,-3,0.261,143.7983711,120.2294577,23.41492088
8,-3,0.262,143.3510392,120.2300519,23.41411659
8,-3,0.263,144.6072101,120.2306377,23.41330616
8,-3,0.264,146.6641803,120.2311966,23.41247702
8,-3,0.265,148.4767439,120.2317359,23.41163496
8,-3,0.266,150.6245969,120.2322457,23.41077477
8,-3,0.267,153.1325554,120.2327211,23.40989512
8,-3,0.268,155.9884798,120.233156,23.40899476
8,-3,0.269,159.3010324,120.2335431,23.40807295
8,-3,0.27,162.6331928,120.2338749,23.40712979
8,-3,0.271,166.5206169,120.2341435,23.40616687
8,-3,0.272,167.6264859,120.2343566,23.40518991
8,-3,0.273,174.6355491,120.2344834,23.40419878
8,-3,0.274,181.7282377,120.2345185,23.40319963
8,-3,0.275,181.9328218,120.2344824,23.4022003
8,-3,0.276,187.6591649,120.2343931,23.40120506
8,-3,0.277,190.8655369,120.2342299,23.40021869
8,-3,0.278,193.259413,120.2340174,23.39924164
8,-3,0.279,197.1396278,120.2337556,23.39827662
8,-3,0.28,198.7329698,120.2334613,23.39732101
8,-3,0.281,199.7876042,120.2331338,23.39637617
8,-3,0.282,201.3421312,120.2327856,23.3954388
8,-3,0.283,198.6681061,120.2324498,23.39449693
8,-3,0.284,190.64485,120.2321858,23.39353376
8,-3,0.285,181.0209253,120.2320951,23.39253977
8,-3,0.286,177.6944215,120.2321192,23.39154024
8,-3,0.287,178.8401711,120.2321491,23.3905408
8,-3,0.288,179.3421072,120.2321681,23.38954098
8,-3,0.289,180.7961243,120.2321678,23.38854103
8,-3,0.29,182.4531509,120.2321381,23.38754152
8,-3,0.291,183.9019898,120.2320774,23.3865434
8,-3,0.292,186.5180212,120.2319854,23.38554769
8,-3,0.293,180.3864006,120.2318813,23.38455414
8,-3,0.294,189.9019331,120.2317641,23.38356349
8,-3,0.295,191.6668758,120.2315909,23.38257887
8,-3,0.296,193.907626,120.2313658,23.38160462
8,-3,0.297,197.2191179,120.2311013,23.38064026
8,-3,0.298,199.4532081,120.2307872,23.37969103
8,-3,0.299,201.7011674,120.2304408,23.37875301
8,-3,0.3,204.1968788,120.2300556,23.37783029
8,-3,0.301,206.6223713,120.2296315,23.37692477
8,-3,0.302,206.3936144,120.2291763,23.37603444
8,-3,0.303,211.6494002,120.2286978,23.37515693
8,-3,0.304,212.8322687,120.2281636,23.37431166
8,-3,0.305,213.9716488,120.227613,23.37347691
8,-3,0.306,215.7512063,120.2270365,23.37265989
8,-3,0.307,215.8040206,120.2264431,23.37185548
8,-3,0.308,218.8018684,120.2258478,23.37105237
8,-3,0.309,219.3657831,120.225217,23.37027647
8,-3,0.31,219.8200864,120.2245743,23.36951034
8,-3,0.311,221.0289883,120.2239273,23.36874788
8,-3,0.312,221.2226666,120.2232694,23.3679948
8,-3,0.313,221.3799119,120.2226061,23.36724644
8,-3,0.314,221.2721444,120.2219452,23.36649593
8,-3,0.315,221.0448355,120.2212874,23.36574279
8,-3,0.316,220.165132,120.2206363,23.36498379
8,-3,0.317,219.3217286,120.219996,23.36421567
8,-3,0.318,218.1685691,120.2193685,23.3634371
8,-3,0.319,216.4683427,120.2187602,23.36264341
8,-3,0.32,215.2064138,120.2181754,23.36183226
8,-3,0.321,211.4011184,120.2176273,23.36099615
8,-3,0.322,207.4020249,120.2171276,23.36013029
8,-3,0.323,202.0270687,120.2166992,23.35922724
8,-3,0.324,195.1698609,120.2163709,23.35828363
8,-3,0.325,186.8531058,120.2161787,23.35730361
8,-3,0.326,178.3022792,120.216145,23.35630564
8,-3,0.327,170.3806825,120.2162674,23.35531418
8,-3,0.328,161.3573187,120.2165212,23.35434741
8,-3,0.329,157.2733369,120.2168649,23.35340864
8,-3,0.33,154.9549367,120.2172633,23.35249153
8,-3,0.331,155.3204051,120.2176881,23.35158628
8,-3,0.332,153.8191941,120.218119,23.35068398
8,-3,0.333,154.4105938,120.2185573,23.34978514
8,-3,0.334,155.3639638,120.2189865,23.34888197
8,-3,0.335,156.5990681,120.2193982,23.3479707
8,-3,0.336,157.5031305,120.219789,23.34705024
8,-3,0.337,159.6168899,120.2201518,23.34611844
8,-3,0.338,161.6466513,120.220485,23.34517568
8,-3,0.339,163.6677247,120.220783,23.34422119
8,-3,0.34,165.913634,120.2210422,23.34325547
8,-3,0.341,168.0368301,120.2212624,23.34228011
8,-3,0.342,170.7533034,120.2214484,23.34129761
8,-3,0.343,172.478776,120.2215994,23.34030913
8,-3,0.344,173.6602357,120.2217207,23.33931655
8,-3,0.345,174.9180731,120.2218197,23.33832148
8,-3,0.346,176.1703994,120.2218946,23.33732432
8,-3,0.347,178.335673,120.2219432,23.33632554
8,-3,0.348,179.7480234,120.2219639,23.33532579
8,-3,0.349,181.5593473,120.2219547,23.3343259
8,-3,0.35,183.9477355,120.2219074,23.33332714
8,-3,0.351,185.1570704,120.2218278,23.33233036
8,-3,0.352,187.8597412,120.2217143,23.33133688
8,-3,0.353,189.5568147,120.2215703,23.33034734
8,-3,0.354,191.5606543,120.2213882,23.32936414
8,-3,0.355,193.2163662,120.2211725,23.32838774
8,-3,0.356,195.3105616,120.2209241,23.32741913
8,-3,0.357,196.8511106,120.2206456,23.32645878
8,-3,0.358,198.9233826,120.220339,23.32550695
8,-3,0.359,199.9434886,120.2200089,23.32456303
8,-3,0.36,200.9593498,120.2196579,23.32362666
8,-3,0.361,201.2520016,120.2192975,23.3226939
8,-3,0.362,201.5080315,120.2189195,23.32176819
8,-3,0.363,200.9851837,120.2185557,23.32083672
8,-3,0.364,200.4497707,120.2181998,23.31990223
8,-3,0.365,199.9735119,120.2178555,23.31896338
8,-3,0.366,198.8841544,120.2175246,23.31801973
8,-3,0.367,198.3073593,120.2172065,23.31707167
8,-3,0.368,198.1691235,120.2168933,23.316122
8,-3,0.369,198.0474515,120.2165878,23.31516981
8,-3,0.37,198.0119884,120.2162794,23.31421856
8,-3,0.371,198.5781404,120.215966,23.31326894
8,-3,0.372,199.0836064,120.2156443,23.3123221
8,-3,0.373,199.9316795,120.2153123,23.31137883
8,-3,0.374,200.3179359,120.2149682,23.31043991
8,-3,0.375,201.3947506,120.2146117,23.30950565
8,-3,0.376,202.4408506,120.2142388,23.3085778
8,-3,0.377,201.8258883,120.2138625,23.30765128
8,-3,0.378,200.7192599,120.2134956,23.3067211
8,-3,0.379,193.5545765,120.2131951,23.30576845
8,-3,0.38,184.2680833,120.2130567,23.30477973
8,-3,0.381,178.0258458,120.2130513,23.30378006
8,-3,0.382,177.4127067,120.2130915,23.30278088
8,-3,0.383,177.361596,120.2131381,23.30178197
8,-3,0.384,177.8011248,120.2131802,23.30078286
8,-3,0.385,178.3942574,120.213212,23.29978337
8,-3,0.386,179.6630839,120.2132302,23.29878355
8,-3,0.387,180.3997719,120.2132132,23.29778392
8,-3,0.388,181.1566801,120.2131998,23.29678402
8,-3,0.389,181.9232256,120.2131719,23.29578442
8,-3,0.39,182.6684283,120.2131296,23.29478533
8,-3,0.391,183.1988715,120.2131275,23.29378693
8,-3,0.392,183.8711147,120.2130669,23.29278879
45,-1,0,358.3651146,120.2888606,23.36984996
45,-1,0.001,346.8214428,120.2887235,23.37083775
45,-1,0.002,334.5279368,120.2883823,23.3717745
45,-1,0.003,317.978139,120.2878,23.37258239
45,-1,0.004,302.8686368,120.2870261,23.37320831
45,-1,0.005,298.7967041,120.2861273,23.37364449
45,-1,0.006,338.5448816,120.2853319,23.37421004
45,-1,0.007,37.37117294,120.2854394,23.37512701
45,-1,0.008,52.85608069,120.2861531,23.37581424
45,-1,0.009,65.6813033,120.2870378,23.37627689
45,-1,0.01,70.56944915,120.2879701,23.37663732
45,-1,0.011,72.22248488,120.2889173,23.37695777
45,-1,0.012,71.62848748,120.2898679,23.37726812
45,-1,0.013,70.72191114,120.290815,23.37758925
45,-1,0.014,68.85494553,120.2917543,23.37793199
45,-1,0.015,64.13192719,120.2926797,23.37830982
45,-1,0.016,39.63060716,120.2935439,23.37880064
45,-1,0.017,358.1608735,120.2938952,23.37969245
45,-1,0.018,358.3654147,120.2938472,23.38069112
45,-1,0.019,2.142384825,120.2938522,23.38169081
45,-1,0.02,10.761583,120.2939616,23.38268284
45,-1,0.021,18.32938726,120.2941814,23.383654
45,-1,0.022,14.28700492,120.2943934,23.38463108
45,-1,0.023,17.04770197,120.2947356,23.38556586
45,-1,0.024,16.20401407,120.2950289,23.38652167
45,-1,0.025,18.24401509,120.2953213,23.38747789
45,-1,0.026,21.25373213,120.2956612,23.38841812
45,-1,0.027,25.32141959,120.296051,23.38933862
45,-1,0.028,27.4263333,120.2964968,23.39023366
45,-1,0.029,29.64930175,120.29702,23.39108434
45,-1,0.03,31.56559795,120.2975274,23.39194597
45,-1,0.031,33.35586463,120.2980608,23.39279178
45,-1,0.032,49.83086092,120.2987298,23.39352122
45,-1,0.033,36.43465976,120.2993442,23.39430563
45,-1,0.034,66.82778537,120.2999985,23.39503807
45,-1,0.035,39.64830883,120.3009121,23.39544115
45,-1,0.036,40.24709765,120.3015538,23.39620807
45,-1,0.037,40.87186485,120.3022055,23.39696654
45,-1,0.038,41.62104907,120.3028663,23.39771711
45,-1,0.039,35.76005705,120.3034907,23.39849652
45,-1,0.04,42.52934507,120.3041339,23.39926027
45,-1,0.041,42.07650709,120.3048076,23.39999928
45,-1,0.042,56.83959492,120.305551,23.40065593
45,-1,0.043,41.38521152,120.3062817,23.40132668
45,-1,0.044,41.13281038,120.3069416,23.402078
45,-1,0.045,32.26874307,120.3076522,23.40277266
45,-1,0.046,39.91657444,120.3082089,23.40360119
45,-1,0.047,39.18102047,120.3088461,23.40437186
45,-1,0.048,32.85817155,120.3094546,23.40516398
45,-1,0.049,38.09622239,120.3101186,23.4059044
45,-1,0.05,37.69356004,120.3107329,23.40669344
45,-1,0.051,36.84707314,120.3113371,23.4074903
45,-1,0.052,36.08249113,120.3119315,23.40829446
45,-1,0.053,35.19914128,120.312515,23.40910655
45,-1,0.054,303.5132,120.313058,23.40993682
45,-1,0.055,32.65506371,120.312489,23.41054386
45,-1,0.056,31.70616941,120.3130229,23.41138943
45,-1,0.057,28.85821527,120.3135355,23.41224785
45,-1,0.058,29.78826511,120.3140221,23.41312139
45,-1,0.059,29.25053508,120.3145149,23.41399149
45,-1,0.06,28.13821353,120.3150222,23.41485274
45,-1,0.061,25.83153993,120.3156472,23.41561573
45,-1,0.062,29.08946389,120.3158853,23.41655454
45,-1,0.063,24.77172626,120.3163218,23.41745383
45,-1,0.064,14.93692578,120.3166857,23.41838209
45,-1,0.065,22.73187477,120.3171535,23.41925585
45,-1,0.066,21.63844053,120.3175302,23.42018217
45,-1,0.067,20.56386898,120.3178882,23.42111587
45,-1,0.068,47.79403495,120.3183857,23.42195101
45,-1,0.069,18.01833102,120.3188247,23.42281921
45,-1,0.07,16.90334391,120.3191244,23.42377323
45,-1,0.071,16.27377316,120.3192836,23.42475062
45,-1,0.072,10.33853999,120.3195178,23.42572164
45,-1,0.073,13.91641031,120.3197667,23.42669006
45,-1,0.074,12.92037519,120.320015,23.42765864
45,-1,0.075,17.64349803,120.3202644,23.42862607
45,-1,0.076,15.48504941,120.3205517,23.42958381
45,-1,0.077,8.629938537,120.3205801,23.43056374
45,-1,0.078,9.368326932,120.3207531,23.43154832
45,-1,0.079,5.3646884,120.320909,23.43253436
45,-1,0.08,7.263773161,120.3209536,23.4335313
45,-1,0.081,6.618608863,120.3210755,23.43452384
45,-1,0.082,6.042598851,120.321186,23.4355177
45,-1,0.083,0.53700208,120.3212545,23.43651436
45,-1,0.084,4.225716687,120.3215255,23.43745311
45,-1,0.085,3.808917976,120.3215183,23.43842632
45,-1,0.086,3.839439516,120.3214821,23.43941935
45,-1,0.087,3.370370354,120.3215455,23.44041733
45,-1,0.088,4.175752364,120.3216141,23.44141493
45,-1,0.089,3.615196117,120.3216477,23.44241373
45,-1,0.09,348.9586023,120.3216944,23.44341169
45,-1,0.091,2.481197749,120.3216179,23.44440366
45,-1,0.092,348.8608043,120.3215843,23.44539922
45,-1,0.093,4.836257551,120.3215785,23.4463932
45,-1,0.094,0.711141393,120.3216049,23.44739255
45,-1,0.095,359.3589812,120.321606,23.44839254
45,-1,0.096,358.2937446,120.3215853,23.44939229
45,-1,0.097,352.7488465,120.321526,23.4503898
45,-1,0.098,0.414203963,120.3214988,23.45138809
45,-1,0.099,356.8920215,120.3214511,23.45238675
45,-1,0.1,358.9389105,120.3214218,23.45338627
45,-1,0.101,3.583985269,120.321433,23.45438581
45,-1,0.102,10.70718855,120.321563,23.45537623
45,-1,0.103,19.66993078,120.3218354,23.45633678
45,-1,0.104,30.85742953,120.3222787,23.45723047
45,-1,0.105,41.49611627,120.3228727,23.45803235
45,-1,0.106,44.34861607,120.3235601,23.45875811
45,-1,0.107,45.82270015,120.3242695,23.45946273
45,-1,0.108,53.7506271,120.3250477,23.46008863
45,-1,0.109,35.7345374,120.3257143,23.46082717
45,-1,0.11,43.68722873,120.326386,23.46156456
45,-1,0.111,54.4187709,120.32714,23.4622148
45,-1,0.112,38.71998206,120.3278591,23.4629041
45,-1,0.113,45.95292039,120.3285262,23.46364696
45,-1,0.114,41.11999177,120.3291938,23.46439075
45,-1,0.115,51.88881945,120.3298752,23.46512148
45,-1,0.116,42.27880259,120.330626,23.46577725
45,-1,0.117,44.40195124,120.3313648,23.46644853
45,-1,0.118,45.44208416,120.3320693,23.46715822
45,-1,0.119,44.82458286,120.3327831,23.46785849
45,-1,0.12,44.89031461,120.3334884,23.46856742
45,-1,0.121,42.60729232,120.3341962,23.46927342
45,-1,0.122,44.6257286,120.3348709,23.47001051
45,-1,0.123,44.4282384,120.3355721,23.47072349
45,-1,0.124,46.73135322,120.3362704,23.47143925
45,-1,0.125,43.81602635,120.336986,23.47213744
45,-1,0.126,45.18059874,120.337679,23.4728582
45,-1,0.127,43.27277665,120.3383767,23.47357447
45,-1,0.128,42.11778278,120.3391044,23.47425837
45,-1,0.129,37.83129699,120.3397515,23.47501996
45,-1,0.13,32.641836,120.3403464,23.47582169
45,-1,0.131,23.83096377,120.3408442,23.47668549
45,-1,0.132,37.9990029,120.3414089,23.47750405
45,-1,0.133,36.56671466,120.3420244,23.47829212
45,-1,0.134,40.66269923,120.3426375,23.47908135
45,-1,0.135,34.51938634,120.3432392,23.47987867
45,-1,0.136,33.17715301,120.3437957,23.48070951
45,-1,0.137,17.51716883,120.3442114,23.48161353
45,-1,0.138,30.25922276,120.3446702,23.48249638
45,-1,0.139,28.79270214,120.3451647,23.48336549
45,-1,0.14,27.32025405,120.3457008,23.48420725
45,-1,0.141,25.75463015,120.346151,23.48510016
45,-1,0.142,24.21384005,120.3465775,23.48600463
45,-1,0.143,20.86206547,120.3469766,23.48692136
45,-1,0.144,15.2333317,120.347317,23.4878611
45,-1,0.145,21.04961829,120.3475659,23.48882736
45,-1,0.146,18.50851691,120.3479053,23.48976782
45,-1,0.147,34.28069093,120.3482944,23.49068542
45,-1,0.148,14.91968322,120.3486377,23.49161353
45,-1,0.149,13.48813858,120.3488816,23.49258328
45,-1,0.15,16.05920741,120.3489228,23.4935524
45,-1,0.151,10.3150828,120.3491261,23.4945313
45,-1,0.152,8.555648635,120.3492801,23.49551904
45,-1,0.153,11.49244879,120.3494563,23.49650318
45,-1,0.154,4.982794258,120.3495877,23.49749352
45,-1,0.155,4.789545316,120.3496294,23.49849153
45,-1,0.156,2.606277808,120.3496955,23.49948931
45,-1,0.157,1.122480584,120.3497325,23.50048859
45,-1,0.158,359.5958249,120.3497407,23.50148851
45,-1,0.159,352.1396316,120.3496893,23.50248563
45,-1,0.16,356.0859048,120.3497022,23.50347913
45,-1,0.161,353.7851756,120.3496134,23.50447515
45,-1,0.162,351.9364747,120.3494944,23.50546797
45,-1,0.163,349.9946125,120.3493392,23.50645579
45,-1,0.164,350.4987047,120.3491584,23.50743922
45,-1,0.165,345.8816167,120.3489368,23.50841395
45,-1,0.166,340.3760118,120.3486439,23.50936928
45,-1,0.167,340.384629,120.3483378,23.51032118
45,-1,0.168,338.3941294,120.3479936,23.51126005
45,-1,0.169,336.6533568,120.3476132,23.5121848
45,-1,0.17,341.3358121,120.3472142,23.51310131
45,-1,0.171,333.1014098,120.346811,23.51401362
45,-1,0.172,333.8882243,120.346362,23.51490713
45,-1,0.173,338.1352339,120.3459489,23.51581745
45,-1,0.174,347.6657103,120.3456369,23.51676582
45,-1,0.175,358.4767915,120.3455112,23.51775545
45,-1,0.176,5.234548594,120.3455538,23.51875363
45,-1,0.177,9.154180227,120.3456893,23.51974416
45,-1,0.178,12.85186155,120.3458821,23.52072531
45,-1,0.179,15.00093273,120.3461173,23.52169718
45,-1,0.18,18.10997887,120.3464056,23.52265454
45,-1,0.181,21.44837439,120.3467416,23.52359617
45,-1,0.182,26.195375,120.3471378,23.52451402
45,-1,0.183,31.29494683,120.3476049,23.52539791
45,-1,0.184,36.57882181,120.3481515,23.52623475
45,-1,0.185,41.18735338,120.3487761,23.52701495
45,-1,0.186,46.86571748,120.3494831,23.52772157
45,-1,0.187,52.77520778,120.3502585,23.52835235
45,-1,0.188,56.08639972,120.3510795,23.52892306
45,-1,0.189,55.14274828,120.3519019,23.5294918
45,-1,0.19,41.80451366,120.3526424,23.53015999
45,-1,0.191,18.29825958,120.3531167,23.53102689
45,-1,0.192,343.4631312,120.3530103,23.53200347
45,-1,0.193,321.607076,120.3524471,23.53282596
45,-1,0.194,308.9643978,120.3517064,23.53349616
45,-1,0.195,304.710354,120.3509097,23.53409998
45,-1,0.196,305.0714709,120.350094,23.5346783
45,-1,0.197,306.8186828,120.3492857,23.53526704
45,-1,0.198,308.1198153,120.3484917,23.5358748
45,-1,0.199,311.7439659,120.3477188,23.53650919
45,-1,0.2,313.4503041,120.3469794,23.5371822
45,-1,0.201,318.8825304,120.3462767,23.53789325
45,-1,0.202,322.3676708,120.3456402,23.53866391
45,-1,0.203,332.2969755,120.345113,23.53951162
45,-1,0.204,345.8691888,120.3447707,23.5404474
45,-1,0.205,0.259307212,120.3446938,23.54144108
45,-1,0.206,15.42146646,120.3448543,23.5424265
45,-1,0.207,20.04736581,120.3451517,23.54338076
45,-1,0.208,23.46854156,120.3455164,23.54431166
45,-1,0.209,23.9053673,120.3459054,23.54523277
45,-1,0.21,24.04874091,120.3463087,23.54614785
45,-1,0.211,23.99780469,120.3467155,23.54706133
45,-1,0.212,23.79323794,120.347121,23.5479754
45,-1,0.213,23.53802501,120.3475239,23.54889065
45,-1,0.214,23.84593329,120.3479249,23.54980672
45,-1,0.215,24.06721104,120.3483267,23.55072243
45,-1,0.216,24.96388187,120.348742,23.55163213
45,-1,0.217,25.24889856,120.3491666,23.55253746
45,-1,0.218,25.24917784,120.3495932,23.5534419
45,-1,0.219,25.03198071,120.3500191,23.55434667
45,-1,0.22,26.10563547,120.3504499,23.5552491
45,-1,0.221,26.09152494,120.3508886,23.55614772
45,-1,0.222,26.97735739,120.3513358,23.55704213
45,-1,0.223,27.7894968,120.3517955,23.5579302
45,-1,0.224,28.71213271,120.3522674,23.55881181
45,-1,0.225,29.98554888,120.3527578,23.55968332
45,-1,0.226,31.51212009,120.3532698,23.56054225
45,-1,0.227,32.93613836,120.3537762,23.5614043
45,-1,0.228,33.96559728,120.3543251,23.56224015
45,-1,0.229,35.52141602,120.3548963,23.56306095
45,-1,0.23,37.07339212,120.3554892,23.56386613
45,-1,0.231,38.53592728,120.3561029,23.5646556
45,-1,0.232,40.43946367,120.3567383,23.56542775
45,-1,0.233,41.81322959,120.3573957,23.56618122
45,-1,0.234,43.12106629,120.3580721,23.56691768
45,-1,0.235,45.14779895,120.3587695,23.56763435
45,-1,0.236,54.83024058,120.3595327,23.56827543
45,-1,0.237,48.79912962,120.3602932,23.56892405
45,-1,0.238,49.88226376,120.3610531,23.56957402
45,-1,0.239,51.93774489,120.3618329,23.57019993
45,-1,0.24,57.95740752,120.362634,23.57079774
45,-1,0.241,55.04264736,120.3634669,23.57135056
45,-1,0.242,57.1067927,120.3643001,23.57190348
45,-1,0.243,59.23209146,120.3651496,23.57243091
45,-1,0.244,61.29991102,120.366001,23.57295514
45,-1,0.245,62.27126881,120.366882,23.57342818
45,-1,0.246,64.39015677,120.3677785,23.57387112
45,-1,0.247,66.50551544,120.3686893,23.57428368
45,-1,0.248,68.6256173,120.369614,23.57466424
45,-1,0.249,70.75886699,120.3705517,23.5750114
45,-1,0.25,73.04885786,120.3715013,23.57532447
45,-1,0.251,75.20480327,120.372462,23.57560176
45,-1,0.252,77.49876648,120.3734328,23.57584159
45,-1,0.253,79.69077061,120.374412,23.57604396
45,-1,0.254,152.2451145,120.3986944,23.56289205
45,-1,0.255,153.4140532,120.3991462,23.56199996
45,-1,0.256,182.7714934,120.3995623,23.56117278
45,-1,0.257,150.1802261,120.3999819,23.56027771
45,-1,0.258,153.7618561,120.400426,23.55938201
45,-1,0.259,152.3283829,120.4008666,23.55848461
45,-1,0.26,153.5356517,120.4013131,23.55758985
45,-1,0.261,151.1916739,120.4017793,23.55670531
45,-1,0.262,150.082034,120.4022683,23.55583302
45,-1,0.263,147.8938868,120.4027838,23.55497623
45,-1,0.264,145.312121,120.4033327,23.55414049
45,-1,0.265,142.817776,120.4039165,23.55332869
45,-1,0.266,140.6293795,120.4045358,23.55254377
45,-1,0.267,137.4843089,120.4051987,23.55179524
45,-1,0.268,133.5573654,120.4059005,23.55108299
45,-1,0.269,133.1702321,120.4066284,23.55039743
45,-1,0.27,126.1668404,120.4073995,23.54976167
45,-1,0.271,124.9534196,120.4082054,23.54916969
45,-1,0.272,123.520339,120.4090314,23.54860603
45,-1,0.273,120.9277605,120.4098788,23.54807535
45,-1,0.274,118.7397895,120.4107322,23.54755445
45,-1,0.275,117.7308325,120.4116135,23.54708186
45,-1,0.276,116.0470347,120.4125082,23.54663534
45,-1,0.277,114.6305176,120.4134242,23.54623481
45,-1,0.278,113.4840318,120.414338,23.54582856
45,-1,0.279,112.5634642,120.4152584,23.54543769
45,-1,0.28,111.8158315,120.416184,23.54505932
45,-1,0.281,111.3460164,120.4171045,23.54466897
45,-1,0.282,110.9677953,120.4180462,23.54433377
45,-1,0.283,110.7565379,120.4189802,23.54397663
45,-1,0.284,110.6956411,120.4199157,23.54362325
45,-1,0.285,110.5083231,120.4208521,23.54327236
45,-1,0.286,110.3330353,120.4217893,23.54292342
45,-1,0.287,111.1110639,120.4227251,23.54257117
45,-1,0.288,110.0997465,120.4236631,23.54222454
45,-1,0.289,109.2340203,120.4246069,23.54189403
45,-1,0.29,109.0933818,120.4255481,23.5415563
45,-1,0.291,114.9839824,120.4264875,23.54121561
45,-1,0.292,104.7667063,120.4274107,23.54083588
45,-1,0.293,104.7966649,120.4283776,23.54058068
45,-1,0.294,106.0993775,120.4293415,23.54031468
45,-1,0.295,105.3446511,120.4303034,23.54004142
45,-1,0.296,104.1654152,120.4312699,23.53978476
45,-1,0.297,103.3158659,120.4322406,23.53954454
45,-1,0.298,101.9570175,120.4332159,23.53932377
45,-1,0.299,100.4534484,120.4341884,23.53909242
45,-1,0.3,99.33788489,120.4351729,23.53891693
45,-1,0.301,98.22516274,120.4361605,23.53875973
45,-1,0.302,97.06459551,120.437151,23.53862226
45,-1,0.303,95.99174285,120.438144,23.53850465
45,-1,0.304,94.94609882,120.4391392,23.5384068
45,-1,0.305,93.94942601,120.4401359,23.53832606
45,-1,0.306,93.02435127,120.441134,23.53826531
45,-1,0.307,92.0156256,120.4421329,23.53821866
45,-1,0.308,90.95707049,120.4431325,23.53819035
45,-1,0.309,89.65798888,120.4441324,23.53818231
45,-1,0.31,87.81004721,120.4451322,23.53820085
45,-1,0.311,84.77922009,120.4461303,23.53826042
45,-1,0.312,79.62283262,120.4471215,23.53838857
45,-1,0.313,72.98174164,120.4480937,23.53861913
45,-1,0.314,66.69149841,120.4490326,23.53896139
45,-1,0.315,62.77356474,120.4499381,23.53938508
45,-1,0.316,61.23764019,120.4508207,23.53985498
45,-1,0.317,59.74027748,120.4516899,23.54034928
45,-1,0.318,59.84139313,120.4525532,23.54085399
45,-1,0.319,59.93384978,120.4534152,23.54136077
45,-1,0.32,60.45909001,120.4542788,23.54186499
45,-1,0.321,60.13432854,120.4551244,23.54239842
45,-1,0.322,61.08208736,120.4560003,23.54288081
45,-1,0.323,61.55698415,120.456881,23.54335436
45,-1,0.324,62.34269603,120.4577632,23.54382526
45,-1,0.325,63.21567845,120.458648,23.54429119
45,-1,0.326,63.14397909,120.4595412,23.54474085
45,-1,0.327,63.80181796,120.4604383,23.54518272
45,-1,0.328,64.40559273,120.4613394,23.54561633
45,-1,0.329,64.9093714,120.462244,23.54604239
45,-1,0.33,65.35213841,120.4631519,23.54646158
45,-1,0.331,66.31472063,120.4640627,23.54687445
45,-1,0.332,66.11980903,120.4649757,23.54728235
45,-1,0.333,66.41894851,120.4658911,23.54768493
45,-1,0.334,66.69049908,120.4668086,23.54808272
45,-1,0.335,65.02246757,120.4677201,23.54849372
45,-1,0.336,71.40788696,120.4686478,23.54886326
45,-1,0.337,353.1307986,120.2788635,23.34778268
45,-1,0.338,354.7387205,120.2787998,23.34877984
45,-1,0.339,356.1527842,120.2788001,23.34977533
45,-1,0.34,357.510787,120.278741,23.35077355
45,-1,0.341,359.9566006,120.279051,23.35166951
45,-1,0.342,3.60565231,120.2790778,23.35266888
45,-1,0.343,7.344576174,120.2792688,23.35364533
45,-1,0.344,17.6217324,120.2794761,23.35462102
45,-1,0.345,36.26654704,120.2798415,23.35552286
45,-1,0.346,29.90198356,120.2803305,23.35639378
45,-1,0.347,41.46722482,120.2808926,23.35721505
45,-1,0.348,58.29511993,120.2816772,23.35782887
45,-1,0.349,308.5903584,120.2820739,23.35847134
45,-1,0.35,49.44926945,120.2822623,23.35919074
45,-1,0.351,48.81719079,120.2830218,23.35984116
38,-2,0,355.8098371,120.2342458,23.31986371
38,-2,0.001,355.9496454,120.2341739,23.32086112
38,-2,0.002,355.8901392,120.2341031,23.32185861
38,-2,0.003,354.8011962,120.2339914,23.32285195
38,-2,0.004,354.0209484,120.2339174,23.32384911
38,-2,0.005,353.9093313,120.2338164,23.32484399
38,-2,0.006,352.5755774,120.2337031,23.32583751
38,-2,0.007,351.2594852,120.2335633,23.32682765
38,-2,0.008,349.5950234,120.2333867,23.32781188
38,-2,0.009,346.6247952,120.2331783,23.32878987
38,-2,0.01,345.246564,120.2329451,23.32976221
38,-2,0.011,343.0468614,120.2326727,23.33072429
38,-2,0.012,341.5241541,120.2323747,23.33167876
38,-2,0.013,341.0448382,120.2320467,23.33262342
