,parBETA,parFC,parLP,parPCORR
0,5.997639826481892,999.999999864573,0.999999999119834,0.006837106958223385
1,1.0000000632385069,999.9999986922596,0.9999999974549684,0.04111982708822797
2,1.000000034865554,999.9999993035283,0.9999999994882653,0.06265491684145616
3,1.0000013866546749,999.9999998910932,0.9999999983005208,0.027886955609631198
4,1.000000674508147,999.9999988265843,0.9999999989642827,0.036075894407510606
5,1.0000009355566086,999.9999958791867,1.0,0.03235553185306758
6,1.0000003558110655,690.3953506646025,0.9999960571803539,0.003337631826655113
7,4.281547703906165,958.9684493622244,0.9560842147647232,1.0426395352918994e-11
8,1.0000007943959188,480.8443501125202,0.9999999945480031,0.016340216867857707
9,1.0000002864414244,973.2265800404648,0.9999994409067127,0.01954352972635471
10,1.000000005433524,320.19794570692335,0.99999999795583,0.0514742964244249
11,1.00000265602662,999.9999910012978,0.9999999958543726,0.004473950857370422
12,1.0000001916558716,93.23849816570612,0.9999999442287045,0.025467668324907475
13,1.0000042934609805,999.9994834377422,0.9999993009137372,0.00140558641076996
14,1.0000000987455362,208.37232376587937,0.9999999897601604,0.028328634689531004
15,5.913938404021526,999.9999998818381,0.9999999995971168,0.012302920120003015
16,3.1838691706495723,999.9999639850641,0.9999999742988266,3.405081772100971e-11
17,1.0000025086527224,385.211465794158,0.999998517607679,0.003678045223857243
18,1.0000000205771815,103.66484644074028,0.9999994509061416,0.010134125649811972
19,1.0413973093628046,96.20814141071756,0.9999915081040444,0.012034291089710644
20,1.00002906873637,412.4683943499219,0.9999506815160492,0.00028200265108268907
21,1.0000074248081952,386.2474509997114,0.9999657689357951,0.001269293638024267
22,1.0000008780997662,999.9999988240863,0.9999999959089747,0.004722402660533281
23,1.0000003104003772,867.3773245078581,0.9999999298188036,0.025771887624275954
24,1.0000002887336692,999.9999584521602,0.9999999806175199,0.025290945236550996
25,1.0000011716891901,999.9999989499532,0.9999999939298826,0.005779465392573037
26,1.0000054898865547,999.9999984213352,0.9999999342138379,0.0008311611729381052
27,1.000005520690535,599.070176996531,0.9999847214238966,0.0019150183833411272
28,1.000031897676616,999.9999967721934,0.9999999813477711,0.0004918092561771725
29,1.0000194152252413,999.9999963690437,0.9999999976385481,0.001165879653623063
30,1.000006896999814,999.9999972476623,0.9999999997612466,0.001451968876319043
31,1.0000018080126352,999.9999914665494,0.9999999967449633,0.004138546893929543
32,1.0000002735905125,207.8262402898165,0.9999974423147535,0.002801673375056657
