date,玉峰橋,水里,溪州大橋,章雲橋
2000/01/01,30.39,0.47,29.39,29.39
2000/01/02,30.39,0.47,25.6,25.6
2000/01/03,30.79,6.19,29.39,29.39
2000/01/04,30.39,6.55,29.39,29.39
2000/01/05,29.89,6.55,1.49552,30.2
2000/01/06,29.5,6.19,27.79,27.79
2000/01/07,29.5,6.9,29.39,29.39
2000/01/08,29,0.52,1.587554,30.29
2000/01/09,28.6,0.47,2.92716,31.6
2000/01/10,28.6,5.15,5.58592,34.2
2000/01/11,28.6,7.94,5.58592,34.2
2000/01/12,28.6,2.33,29,29
2000/01/13,28.1,0.43,6.9153,35.5
2000/01/14,28.1,0.37,5.58592,34.2
2000/01/15,28.1,0.36,29,29
2000/01/16,27.7,0.3,9.563834,38.09
2000/01/17,27.7,0.28,9.563834,38.09
2000/01/18,28.6,0.62,17.03904,45.4
2000/01/19,28.6,0.62,6.9153,35.5
2000/01/20,28.6,5.15,5.58592,34.2
2000/01/21,26.39,1.75,4.25654,32.9
2000/01/22,25.89,6.55,6.9153,35.5
2000/01/23,25,12.69,8.234454,36.79
2000/01/24,25,15.6,17.03904,45.4
2000/01/25,27.2,23.6,22.2543,50.5
2000/01/26,30.39,25.6,29.197754,57.29
2000/01/27,28.1,13.3,25.73114,53.9
2000/01/28,25.5,14,15.30062,43.7
2000/01/29,24.6,9.56,28,28
2000/01/30,24.6,11.5,35.24132,63.2
2000/01/31,24.6,3,10.90344,39.4
2000/02/01,24.6,4.59,12.23282,40.7
2000/02/02,24.2,11.5,33.083634,61.09
2000/02/03,23.5,11.5,30.9464,59
2000/02/04,22.29,10.8,22.2543,50.5
2000/02/05,23.1,13.3,25.73114,53.9
2000/02/06,25,11.5,25.73114,53.9
2000/02/07,23.79,10.8,18.767234,47.09
2000/02/08,24.2,11.5,20.505654,48.79
2000/02/09,25.89,11.5,30.9464,59
2000/02/10,25,12.1,29.197754,57.29
2000/02/11,24.2,8.3,29,29
2000/02/12,25.5,12.1,29,29
2000/02/13,25.5,6.9,2.92716,31.6
2000/02/14,24.2,7.25,2.92716,31.6
2000/02/15,24.2,12.69,4.25654,32.9
2000/02/16,23.79,10.8,5.58592,34.2
2000/02/17,24.2,9.56,5.58592,34.2
2000/02/18,23.79,11.5,29,29
2000/02/19,23.79,8.93,5.58592,34.2
2000/02/20,28.1,8.93,5.58592,34.2
2000/02/21,44.59,5.84,48.12608,75.8
2000/02/22,98.5,41.79,173.0878,198
2000/02/23,101,41.09,95.3702,122
2000/02/24,155,43.09,58.5566,86
2000/02/25,135,38.4,33.083634,61.09
2000/02/26,184,36.5,58.5566,86
2000/02/27,155,35.79,55.4888,83
2000/02/28,101,35.2,13.5622,42
2000/02/29,111,35.2,6.9153,35.5
2000/03/01,89.8,35.2,18.767234,47.09
2000/03/02,51.29,32.09,6.9153,35.5
2000/03/03,41.59,16,23,23
2000/03/04,37.09,12.3,16,16
2000/03/05,35.5,18.29,4.25654,32.9
2000/03/06,34.5,16.79,9.563834,38.09
2000/03/07,34,16.79,29,29
2000/03/08,32.2,15.3,21,21
2000/03/09,32.2,25.39,18.767234,47.09
2000/03/10,31.7,39.7,122.9804,149
2000/03/11,32.59,31.5,98.438,125
2000/03/12,56.7,42.5,185.359,210
2000/03/13,54.29,36.5,203.7658,228
2000/03/14,42.2,43.79,241.602,265
2000/03/15,38.59,46.2,226.263,250
2000/03/16,36.59,31.5,138.3194,164
2000/03/17,36.09,37.7,132.1838,158
2000/03/18,35,37.09,122.9804,149
2000/03/19,34,37.7,98.438,125
2000/03/20,33.5,37.7,76.9634,104
2000/03/21,32.59,38.4,45.968394,73.69
2000/03/22,32.59,36.5,18.767234,47.09
2000/03/23,32.2,33.4,17.03904,45.4
2000/03/24,31.7,34.59,13.5622,42
2000/03/25,31.29,34,13.5622,42
2000/03/26,30.39,34,18.767234,47.09
2000/03/27,29.89,32.09,13.5622,42
2000/03/28,28.1,36.5,27.459334,55.59
2000/03/29,27.2,34,22.2543,50.5
2000/03/30,27.2,34,15.30062,43.7
2000/03/31,26.79,34,26,26
2000/04/01,39.2,34,111.7318,138
2000/04/02,67.19,34.59,167.9748,193
2000/04/03,37.59,35.2,89.2346,116
2000/04/04,38.59,35.79,79.0086,106
2000/04/05,36.59,37.09,87.1894,114
2000/04/06,35,37.09,74.9182,102
2000/04/07,33.5,30.29,64.886494,92.19
2000/04/08,32.59,29.7,59.37468,86.8
2000/04/09,32.2,33.4,61.205134,88.59
2000/04/10,31.7,34,63.05604,90.4
2000/04/11,31.29,35.79,57.534,85
2000/04/12,30.39,27.79,53.85264,81.4
2000/04/13,30.39,25.39,46.479694,74.19
2000/04/14,30.39,27.2,50.17128,77.8
2000/04/15,30.79,20.29,50.17128,77.8
2000/04/16,30.39,10.69,33.594934,61.59
2000/04/17,28.1,29.1,37.276294,65.19
2000/04/18,26.79,26,29.9238,58
2000/04/19,26.79,24.79,24.596054,52.79
2000/04/20,27.2,25.39,57.534,85
2000/04/21,26.79,25.39,70.8278,98
2000/04/22,31.29,24.79,72.873,100
2000/04/23,44,29.1,156.7262,182
2000/04/24,82.09,37.09,137.2968,163
2000/04/25,116,46.2,197.6302,222
2000/04/26,65.59,52.2,156.7262,182
2000/04/27,54.79,39.09,134.229,160
2000/04/28,101,35.2,137.2968,163
2000/04/29,276,36.5,477.8226,496
2000/04/30,276,35.79,488.0486,506
2000/05/01,268,32.7,484.9808,503
2000/05/02,444,27.79,659.8454,674
2000/05/03,490,21.6,602.5798,618
2000/05/04,370,26.6,428.7378,448
2000/05/05,307,27.2,318.297,340
2000/05/06,231,24.79,238.5342,262
2000/05/07,159,24.79,159.794,185
2000/05/08,151,24.79,149.568,175
2000/05/09,135,24.1,142.4098,168
2000/05/10,127,24.1,121.9578,148
2000/05/11,117,24.1,93.325,120
2000/05/12,98.5,27.2,74.9182,102
2000/05/13,78.4,26.6,66.7374,94
2000/05/14,69,27.79,81.0538,108
2000/05/15,64.4,29.1,83.099,110
2000/05/16,59,73.4,95.3702,122
2000/05/17,52,37.7,66.7374,94
2000/05/18,49,29.7,48.3306,76
2000/05/19,49,24.79,46.479694,74.19
2000/05/20,67.19,29.1,57.534,85
2000/05/21,57.5,26,57.534,85
2000/05/22,49,27.79,48.3306,76
2000/05/23,44.59,26,48.3306,76
2000/05/24,42.2,27.2,63.05604,90.4
2000/05/25,41,27.2,61.205134,88.59
2000/05/26,46.79,40.4,72.873,100
2000/05/27,46.79,52.2,68.7826,96
2000/05/28,44,71.4,76.9634,104
2000/05/29,42.79,72.4,85.1442,112
2000/05/30,41.59,71.4,79.0086,106
2000/05/31,39.79,59.59,57.534,85
2000/06/01,38.09,54.9,99.4606,126
2000/06/02,37.09,60.5,129.116,155
2000/06/03,36.59,60.5,133.2064,159
2000/06/04,35.5,65.4,125.0256,151
2000/06/05,34,48.79,77.986,105
2000/06/06,39.79,50.5,159.794,185
2000/06/07,47.59,51.29,111.7318,138
2000/06/08,45.29,64.4,111.7318,138
2000/06/09,43.4,58.59,82.0764,109
2000/06/10,43.4,58.59,64.886494,92.19
2000/06/11,46.09,54.9,46.69444,74.4
2000/06/12,80,53,190.472,215
2000/06/13,266,51.29,527.93,545
2000/06/14,405,55.79,783.58,795
2000/06/15,295,62.4,438.9638,458
2000/06/16,280,60.5,387.8338,408
2000/06/17,248,64.4,299.8902,322
2000/06/18,209,70.4,318.297,340
2000/06/19,193,72.4,417.4892,437
2000/06/20,197,76.4,452.2576,471
2000/06/21,181,82.5,352.0428,373
2000/06/22,170,71.4,266.1444,289
2000/06/23,151,81.5,248.7602,272
2000/06/24,140,72.4,188.4268,213
2000/06/25,142,71.4,188.4268,213
2000/06/26,130,81.5,191.4946,216
2000/06/27,124,71.4,156.7262,182
2000/06/28,115,64.4,142.4098,168
2000/06/29,114,53.9,134.229,160
2000/06/30,112,48.79,132.1838,158
2000/07/01,112,81.5,146.5002,172
2000/07/02,105,71.4,137.2968,163
2000/07/03,94.8,78.5,130.1386,156
2000/07/04,85.5,74.4,127.0708,153
2000/07/05,81.5,49.5,112.7544,139
2000/07/06,75.59,49.5,105.5962,132
2000/07/07,68.09,47.79,117.8674,144
2000/07/08,70.9,49.5,117.8674,144
2000/07/09,192,49.5,299.8902,322
2000/07/10,212,41.09,375.5626,396
2000/07/11,141,42.7,203.7658,228
2000/07/12,130,55.4,172.0652,197
2000/07/13,118,47.79,132.1838,158
2000/07/14,102,61.2,132.1838,158
2000/07/15,88.59,42.7,101.5058,128
2000/07/16,98.5,47.79,182.2912,207
2000/07/17,118,46.09,194.5624,219
2000/07/18,115,53.4,188.4268,213
2000/07/19,124,49.5,203.7658,228
2000/07/20,111,42.7,223.1952,247
2000/07/21,104,61.2,216.037,240
2000/07/22,117,51.5,182.2912,207
2000/07/23,114,49.5,179.2234,204
2000/07/24,96,51.5,151.6132,177
2000/07/25,82.5,49.5,130.1386,156
2000/07/26,72.8,49.5,105.5962,132
2000/07/27,74.59,51.5,105.5962,132
2000/07/28,91.09,49.5,109.6866,136
2000/07/29,97.3,53.4,121.9578,148
2000/07/30,104,53.4,127.0708,153
2000/07/31,96,49.5,114.7996,141
2000/08/01,91.09,23.29,103.551,130
2000/08/02,99.8,27.29,144.455,170
2000/08/03,105,51.5,171.0426,196
2000/08/04,140,69,191.4946,216
2000/08/05,173,55.4,241.602,265
2000/08/06,179,53.4,255.9184,279
2000/08/07,151,61.2,191.4946,216
2000/08/08,130,51.5,154.681,180
2000/08/09,117,47.79,139.342,165
2000/08/10,85.5,49.5,127.0708,153
2000/08/11,87.59,55.4,130.1386,156
2000/08/12,91.09,51.5,134.229,160
2000/08/13,92.3,49.5,144.455,170
2000/08/14,77.5,59.29,130.1386,156
2000/08/15,77.5,63.2,134.229,160
2000/08/16,72.8,49.5,114.7996,141
2000/08/17,69.9,49.5,107.6414,134
2000/08/18,71.8,41.09,105.5962,132
2000/08/19,76.5,61.2,107.6414,134
2000/08/20,67.19,22,83.099,110
2000/08/21,62.59,27.29,79.0086,106
2000/08/22,219,41.09,117.8674,144
2000/08/23,2800,59.29,4684.799,4610
2000/08/24,1170,23.29,1565.869,1560
2000/08/25,552,26,1003.439,1010
2000/08/26,295,32.59,902.2016,911
2000/08/27,191,36,826.5292,837
2000/08/28,567,41.09,747.789,760
2000/08/29,533,44.4,727.337,740
2000/08/30,487,19.29,737.563,750
2000/08/31,453,27.29,668.0262,682
2000/09/01,127,37.7,378,530
2000/09/02,124,31.29,432,450
2000/09/03,124,8.88,320,374
2000/09/04,120,24.6,320,328
2000/09/05,120,46.09,320,322
2000/09/06,120,46.09,256,282
2000/09/07,120,44.4,224,266
2000/09/08,145,49.5,181,266
2000/09/09,185,49.5,148,238
2000/09/10,160,51.5,155,233
2000/09/11,127,46.09,161,216
2000/09/12,124,46.09,148,196
2000/09/13,110,42.7,155,192
2000/09/14,101,39.4,174,188
2000/09/15,101,59.29,168,196
2000/09/16,107,46.09,130,162
2000/09/17,107,53.4,114,137
2000/09/18,91.19,44.4,103,117
2000/09/19,85.69,34.29,78.5,85.19
2000/09/20,85.69,47.79,92.59,87.4
2000/09/21,88,63.2,92.59,102
2000/09/22,85.69,65.09,130,115
2000/09/23,85.69,47.79,119,78.59
2000/09/24,81.09,39.4,92.59,72
2000/09/25,76.5,24.6,68,50.2
2000/09/26,71.9,46.09,82,72
2000/09/27,67.3,46.09,68,112
2000/09/28,65,47.79,54,175
2000/09/29,61.29,47.79,50.5,171
2000/09/30,65,14.39,44.5,104
2000/10/01,63.2,8.26,20.5,72
2000/10/02,59.5,34.29,22,104
2000/10/03,59.5,65.09,47,166
2000/10/04,107,49.5,39.5,137
2000/10/05,104,41.09,37,120
2000/10/06,91.4,47.79,34.5,141
2000/10/07,85.19,18.29,32,99.19
2000/10/08,85.19,8.26,27,66.3
2000/10/09,79,18.29,16,72
2000/10/10,63.5,8.26,19,62.5
2000/10/11,54.2,26,11.5,62.5
2000/10/12,54.2,47.79,24.5,76.4
2000/10/13,66.59,39.4,32,60.59
2000/10/14,60.4,27.29,32,62.5
2000/10/15,54.2,8.88,10,35.7
2000/10/16,44.4,7.63,5,34.59
2000/10/17,66.59,8.26,7,41.79
2000/10/18,60.4,19.29,6,50.2
2000/10/19,45.59,20.6,13,51.59
2000/10/20,45.59,32.59,32,74.19
2000/10/21,46.79,37.7,27,66.3
2000/10/22,48,8.26,20.5,48.79
2000/10/23,44.4,26,7,50.2
2000/10/24,40.79,49.5,47,96.59
2000/10/25,37.2,49.5,32,83
2000/10/26,36,8.88,14.5,39
2000/10/27,32.4,8.26,5,27
2000/10/28,28.79,8.26,7,27
2000/10/29,27.6,8.26,7,26
2000/10/30,30,15.39,7,31.29
2000/10/31,527,28.6,143,194
2000/11/01,1690,53.4,1810,1270
2000/11/02,354,47.79,608,425
2000/11/03,238,27.29,335,268
2000/11/04,186,23.29,174,210
2000/11/05,138,49.5,141,202
2000/11/06,116,46.09,136,188
2000/11/07,104,49.5,152,180
2000/11/08,100,47.79,141,172
2000/11/09,96.69,24.6,126,163
2000/11/10,92.3,46.09,131,168
2000/11/11,90.09,24.6,126,160
2000/11/12,87,8.88,81.59,156
2000/11/13,86.09,22,81.59,160
2000/11/14,82.09,32.59,92.8,156
2000/11/15,79.19,39.4,78.4,85.19
2000/11/16,76.69,46.09,81.59,137
2000/11/17,73.5,24.6,56,94
2000/11/18,71.8,37.7,72,96.59
2000/11/19,69.4,14.39,42,76.4
2000/11/20,67,44.4,75.19,107
2000/11/21,63.79,51.5,9.14,112
2000/11/22,61,53.4,31.2,154
2000/11/23,58.2,36,40.59,91.8
2000/11/24,56.9,44.4,38.4,107
2000/11/25,56.2,42.7,40.59,107
2000/11/26,53.7,44.4,45,107
2000/11/27,51.2,41.09,38.4,99.19
2000/11/28,50.59,51.5,40.59,94
2000/11/29,51.9,41.09,40.59,94
2000/11/30,50.59,44.4,38.4,96.59
2000/12/01,50,46.09,42.79,99.19
2000/12/02,49.5,11.5,27,68.19
2000/12/03,49.5,8.88,18.2,58.7
2000/12/04,48.9,26,18.2,72
2000/12/05,48.9,32.59,36.2,89.59
2000/12/06,48.4,39.4,32.59,83
2000/12/07,46.79,37.7,38.4,78.59
2000/12/08,45.7,42.7,40.59,83
2000/12/09,45.7,39.4,40.59,78.59
2000/12/10,43.09,8.26,32.59,53
2000/12/11,42.09,24.6,20,54.9
2000/12/12,43.59,10.5,32.59,62.5
2000/12/13,44.09,18.29,28.39,64.4
2000/12/14,49.5,27.29,56,102
2000/12/15,45.7,24.6,58.59,78.59
2000/12/16,44.09,39.4,53.79,85.19
2000/12/17,46.2,8.88,45,60.59
2000/12/18,46.79,24.6,22.79,62.5
2000/12/19,46.79,39.4,56,104
2000/12/20,47.29,15.39,31.2,64.4
2000/12/21,47.29,10.5,29.79,51.59
2000/12/22,45.7,24.6,29.79,54.9
2000/12/23,44.09,8.88,34,56.79
2000/12/24,43.09,7.63,17.29,43.2
2000/12/25,42.59,8.26,16.39,44.59
2000/12/26,42.09,16.39,25.6,46
2000/12/27,42.09,20.6,58.59,56.79
2000/12/28,41.5,8.88,58.59,40.4
2000/12/29,41.5,8.26,40.59,35.7
2000/12/30,41.5,8.26,40.59,35.7
2000/12/31,40,8.88,36.2,33.5
2001/01/01,27,7.59,25.2,35.5
2001/01/02,27,26.89,22.2,43
2001/01/03,30.2,42.5,46.79,81.19
2001/01/04,31.79,25.6,33.59,41.5
2001/01/05,32.59,28.2,24,48.7
2001/01/06,34.2,11.19,20.39,37
2001/01/07,36,9.39,12.19,28
2001/01/08,35,28.2,11.5,38.5
2001/01/09,33.4,9.39,16.79,38.5
2001/01/10,34.2,9.39,9.39,22.79
2001/01/11,33.4,9.39,5.75,25.39
2001/01/12,33.4,26.89,3.29,48.7
2001/01/13,32.59,13,3.95,41.5
2001/01/14,32.59,11.19,1.41,26.7
2001/01/15,32.59,17,1.17,29.5
2001/01/16,31,23,1.25,37
2001/01/17,31,17,1.41,37
2001/01/18,31,22,1.25,38.5
2001/01/19,31,20,1.34,48.7
2001/01/20,29.39,16,1.25,38.5
2001/01/21,29.39,17,1.34,40
2001/01/22,27.79,16,1.89,38.5
2001/01/23,27.79,17,1.5,37
2001/01/24,27,21,1.41,41.5
2001/01/25,27.79,28.2,1.7,52.5
2001/01/26,48.29,24.29,3.09,89
2001/01/27,47.2,29.5,31.2,116
2001/01/28,43,28.2,21.29,76.4
2001/01/29,62,34.7,37.79,119
2001/01/30,46.09,38.59,30,78.8
2001/01/31,40,67.19,30,104
2001/02/01,36,67.19,31.2,107
2001/02/02,35,43.79,23.1,64.4
2001/02/03,33.4,41.2,15.89,54.4
2001/02/04,31,39.9,11.5,56.29
2001/02/05,27.79,52.9,8.69,62
2001/02/06,23.39,45.09,11.5,62
2001/02/07,21.6,34.7,4.4,32.5
2001/02/08,20.7,38.59,2.29,34
2001/02/09,19.79,38.59,2.9,31
2001/02/10,20.7,41.2,2.29,25.39
2001/02/11,20.7,42.5,3.5,32.5
2001/02/12,19.79,43.79,3.95,35.5
2001/02/13,19.79,42.5,2.7,34
2001/02/14,18.89,33.4,2.29,25.39
2001/02/15,18,45.09,1.7,29.5
2001/02/16,17.2,42.5,2.5,32.5
2001/02/17,17.2,42.5,2.9,34
2001/02/18,16.39,41.2,2.5,32.5
2001/02/19,16.39,41.2,2.7,26.7
2001/02/20,17.2,39.9,2.29,28
2001/02/21,16.39,28.2,2.7,22.79
2001/02/22,27.79,38.59,1.89,28
2001/02/23,34.2,43.79,3.5,35.5
2001/02/24,33.4,45.09,4.84,43
2001/02/25,33.4,49,2.7,43
2001/02/26,34.2,47.7,2.5,41.5
2001/02/27,34.2,23,1.41,16.29
2001/02/28,33.4,25.6,1.34,16.29
2001/03/01,33.4,34.7,1.1,24.1
2001/03/02,34.2,37.29,1.1,24.1
2001/03/03,36,36,1.25,28
2001/03/04,35,26.89,0.93,26.7
2001/03/05,36,46.4,1.01,32.5
2001/03/06,35,58.09,3.5,62
2001/03/07,36,52.9,7.09,56.29
2001/03/08,39,49,1.41,38.5
2001/03/09,38,46.4,1.7,40
2001/03/10,36,52.9,1.5,43
2001/03/11,36,47.7,2.9,38.5
2001/03/12,35,63.29,3.09,56.29
2001/03/13,34.2,71.09,11.5,76.4
2001/03/14,32.59,69.8,20.39,83.59
2001/03/15,31.79,64.59,18.6,58.2
2001/03/16,31.79,49,21.29,52.5
2001/03/17,33.4,46.4,6.65,22.79
2001/03/18,32.59,25.6,7.55,24.1
2001/03/19,32.59,25.6,4.84,16.29
2001/03/20,32.59,23,5.3,14
2001/03/21,31.79,25.6,4.4,15
2001/03/22,31,25.6,4.84,15
2001/03/23,30.2,24.29,4.4,14.39
2001/03/24,30.2,26.89,4.84,27.2
2001/03/25,31,21,6.19,28
2001/03/26,39,17,8,28.89
2001/03/27,43,13,8,23.2
2001/03/28,68,16,24,57.59
2001/03/29,46.09,13,12.19,29.79
2001/03/30,37,14,5.3,14.39
2001/03/31,34.2,15,6.19,13
2001/04/01,32.59,15,6.19,14.39
2001/04/02,32.59,16,6.65,17.2
2001/04/03,32.59,23,7.09,20
2001/04/04,33.4,32.09,6.19,27.2
2001/04/05,51.59,29.5,15.89,65.09
2001/04/06,38,42.5,19.5,54
2001/04/07,62,38.59,33.59,113
2001/04/08,57.2,46.4,71.59,153
2001/04/09,57.2,55.5,71.59,165
2001/04/10,49.4,55.5,58.4,163
2001/04/11,63.2,49,82.4,131
2001/04/12,66.8,49,85.59,126
2001/04/13,57.2,58.09,79.19,96
2001/04/14,53.79,63.29,85.59,104
2001/04/15,51.59,39.9,65,63.4
2001/04/16,50.5,49,58.4,57.59
2001/04/17,49.4,50.29,54,60
2001/04/18,56,62,76,119
2001/04/19,52.7,58.09,92,96
2001/04/20,53.79,50.29,85.59,78.9
2001/04/21,53.79,42.5,92,77
2001/04/22,50.5,42.5,82.4,66.8
2001/04/23,48.29,54.2,67.19,73.59
2001/04/24,47.2,62,67.19,84.59
2001/04/25,45,45.09,62.79,65.09
2001/04/26,44,51.59,33.59,63.4
2001/04/27,43,49,41.4,63.4
2001/04/28,44,39.9,33.59,52.79
2001/04/29,44,39.9,21.29,52.79
2001/04/30,43,45.09,13.6,49.2
2001/05/01,42,41.2,24,52.79
2001/05/02,43,54.2,19.5,55.2
2001/05/03,43,52.9,25.2,60
2001/05/04,43,42.5,27.6,48
2001/05/05,53.79,13,26.39,44.7
2001/05/06,42,22,23.1,31.6
2001/05/07,41,50.29,24,46.9
2001/05/08,44,42.5,50.4,77
2001/05/09,45,20,31.2,43.59
2001/05/10,47.2,14,28.79,39.2
2001/05/11,42,14,24,29.79
2001/05/12,42,9.39,26.39,29.79
2001/05/13,52.7,15,27.6,36.09
2001/05/14,60.79,20,26.39,56.4
2001/05/15,47.2,46.4,13.6,52.79
2001/05/16,47.2,34.7,17.7,55.2
2001/05/17,50.5,33.4,7.55,41.4
2001/05/18,52.7,33.4,5.75,56.4
2001/05/19,62,22,6.19,86.5
2001/05/20,118,25.6,146,204
2001/05/21,122,50.29,201,241
2001/05/22,136,42.5,191,213
2001/05/23,178,50.29,274,280
2001/05/24,130,55.5,201,228
2001/05/25,126,51.59,176,234
2001/05/26,120,39.9,171,222
2001/05/27,122,60.7,223,216
2001/05/28,114,77.8,290,339
2001/05/29,134,71.09,314,360
2001/05/30,156,67.19,384,413
2001/05/31,176,23,384,398
2001/06/01,168,33.4,339,318
2001/06/02,152,19,298,277
2001/06/03,152,24.29,366,346
2001/06/04,150,46.4,306,304
2001/06/05,186,49,298,251
2001/06/06,267,30.79,431,435
2001/06/07,231,42.5,357,405
2001/06/08,192,32.09,393,420
2001/06/09,170,33.4,306,297
2001/06/10,124,37.29,245,271
2001/06/11,116,50.29,234,251
2001/06/12,104,65.9,245,258
2001/06/13,93.59,68.5,234,209
2001/06/14,164,69.8,411,420
2001/06/15,207,62,544,445
2001/06/16,170,65.9,411,339
2001/06/17,150,69.8,411,297
2001/06/18,136,72.4,411,297
2001/06/19,136,55.5,402,290
2001/06/20,142,65.9,402,353
2001/06/21,128,49,357,271
2001/06/22,114,50.29,366,238
2001/06/23,183,50.29,411,311
2001/06/24,189,62,420,318
2001/06/25,178,59.4,375,311
2001/06/26,183,52.9,306,290
2001/06/27,170,42.5,223,187
2001/06/28,156,54.2,250,220
2001/06/29,144,69.8,258,264
2001/06/30,132,71.09,234,203
2001/07/01,122,69.8,234,176
2001/07/02,114,56.79,218,145
2001/07/03,110,59.4,186,120
2001/07/04,128,59.4,167,148
2001/07/05,1020,49,910,1070
2001/07/06,615,25.6,520,646
2001/07/07,336,37.29,350,455
2001/07/08,282,43.79,290,375
2001/07/09,267,52.9,348,398
2001/07/10,222,43.79,282,332
2001/07/11,186,39.9,274,297
2001/07/12,146,49,306,284
2001/07/13,136,68.5,250,238
2001/07/14,126,49,218,225
2001/07/15,126,46.4,212,238
2001/07/16,136,62,250,304
2001/07/17,132,77.8,282,277
2001/07/18,106,77.8,250,251
2001/07/19,96.8,76.4,234,271
2001/07/20,356,73.69,191,271
2001/07/21,84,64.59,171,245
2001/07/22,79.19,46.4,166,214
2001/07/23,79.19,56.79,161,198
2001/07/24,80.8,60.7,176,170
2001/07/25,80.8,68.5,218,232
2001/07/26,82.4,65.9,218,232
2001/07/27,93.59,65.9,223,238
2001/07/28,92,36,245,245
2001/07/29,77.59,50.29,223,220
2001/07/30,4090,212,7790,7660
2001/07/31,1330,166,1950,1800
2001/08/01,605,89.19,951,888
2001/08/02,360,49.2,680,740
2001/08/03,252,43.59,554,590
2001/08/04,235,47.79,527,550
2001/08/05,225,46.4,455,473
2001/08/06,264,60.4,446,464
2001/08/07,276,66,437,445
2001/08/08,258,63.2,446,454
2001/08/09,230,59,446,435
2001/08/10,240,63.2,455,473
2001/08/11,230,54.79,428,492
2001/08/12,205,25,455,511
2001/08/13,195,54.79,333,398
2001/08/14,170,56.2,222,277
2001/08/15,160,67.59,182,214
2001/08/16,150,69.19,187,220
2001/08/17,131,57.59,160,181
2001/08/18,122,28.89,106,209
2001/08/19,116,30.2,77.8,209
2001/08/20,122,49.2,72.59,176
2001/08/21,122,61.79,90.8,192
2001/08/22,116,67.59,106,203
2001/08/23,116,72.4,96,258
2001/08/24,116,63.2,125,238
2001/08/25,116,35.4,72.59,214
2001/08/26,113,35.4,42,220
2001/08/27,110,57.59,42,238
2001/08/28,113,72.4,122,214
2001/08/29,113,42.2,153,214
2001/08/30,110,22.39,106,176
2001/08/31,110,39.4,88.19,165
2001/09/01,125,28.89,102,214
2001/09/02,125,32.79,164,209
2001/09/03,140,27.6,192,214
2001/09/04,150,50.59,153,225
2001/09/05,131,30.2,210,220
2001/09/06,205,50.59,382,318
2001/09/07,145,9.6,246,251
2001/09/08,131,-999998,173,209
2001/09/09,119,10.8,150,209
2001/09/10,106,21.1,128,238
2001/09/11,83.4,45,99.19,214
2001/09/12,67.59,26.29,70,214
2001/09/13,58.79,-999998,56,214
2001/09/14,54.4,10.8,40.4,203
2001/09/15,48.29,6,25.2,155
2001/09/16,58.79,-999998,62,214
2001/09/17,436,-999998,1440,1480
2001/09/18,363,67.59,2610,2070
2001/09/19,290,77.19,636,545
2001/09/20,165,59,446,325
2001/09/21,170,63.2,428,311
2001/09/22,175,38,389,311
2001/09/23,180,39.4,368,332
2001/09/24,185,47.79,361,318
2001/09/25,240,60.4,368,325
2001/09/26,490,69.19,698,580
2001/09/27,1200,53.4,1170,986
2001/09/28,620,56.2,800,836
2001/09/29,480,31.5,680,812
2001/09/30,430,30.2,563,640
2001/10/01,390,45,518,610
2001/10/02,330,53.4,375,451
2001/10/03,220,59,333,333
2001/10/04,220,64.59,298,306
2001/10/05,210,61.79,264,306
2001/10/06,210,63.2,252,263
2001/10/07,185,67.59,234,255
2001/10/08,175,64.59,205,306
2001/10/09,160,67.59,178,225
2001/10/10,175,66,153,184
2001/10/11,175,64.59,142,168
2001/10/12,155,66,153,151
2001/10/13,145,61.79,146,131
2001/10/14,134,57.59,90.8,70.19
2001/10/15,128,66,93.4,35
2001/10/16,131,70.8,85.59,57.5
2001/10/17,122,61.79,64,70.19
2001/10/18,116,49.2,37.2,24.2
2001/10/19,110,61.79,35.59,63.4
2001/10/20,102,63.2,54,87.19
2001/10/21,94.8,56.2,42,60
2001/10/22,79.59,53.4,31.79,47.5
2001/10/23,75.8,54.79,27.39,60
2001/10/24,69.8,61.79,27.39,80.4
2001/10/25,67.59,61.79,27.39,45
2001/10/26,65.4,66,42,47.79
2001/10/27,63.2,39.4,23,38.09
2001/10/28,61,36.7,14.3,32.7
2001/10/29,63.2,38,10.8,30.89
2001/10/30,67.59,31.5,12.89,38.09
2001/10/31,65.4,38,14.3,36.29
2001/11/01,61,54.79,38.79,80
2001/11/02,58.79,63.2,109,118
2001/11/03,56.59,42.2,48.4,47.79
2001/11/04,56.59,35.4,19.79,32.7
2001/11/05,58.79,38,11.5,27.89
2001/11/06,61,36.7,6.4,23
2001/11/07,61,31.5,10.1,23
2001/11/08,61,27.6,9.39,22.5
2001/11/09,58.79,43.59,8.69,39
2001/11/10,58.79,50.59,7.59,27.89
2001/11/11,65.4,46.4,9.39,30.89
2001/11/12,63.2,35.4,17.39,31.79
2001/11/13,58.79,28.89,14.3,29.29
2001/11/14,61,36.7,5.59,20
2001/11/15,67.59,42.2,14.3,30
2001/11/16,69.8,40.79,45.2,48.9
2001/11/17,61,35.4,43.59,44.5
2001/11/18,54.4,21.1,30.7,37.2
2001/11/19,54.4,35.4,24.1,34.5
2001/11/20,50,36.7,28.5,36.29
2001/11/21,50,35.4,30.7,37.2
2001/11/22,48.29,39.4,24.1,32.7
2001/11/23,46.59,39.4,26.29,40.09
2001/11/24,44.9,34.09,26.29,30
2001/11/25,41.5,35.4,21.39,25.79
