date,玉峰橋,水里,溪州大橋,章雲橋
2010/04/23,22.87,28.68,25.75,18.06
2010/04/24,29.61,34.04,23.75,18.42
2010/04/25,26.61,30.64,23.92,18.38
2010/04/26,25.19,33.77,23.67,18.73
2010/04/27,25.04,30.72,24.07,19.05
2010/04/28,36.59,36.11,24.2,24.45
2010/04/29,46.68,37.47,36.75,29.79
2010/04/30,64.29,32.9,85.48,61.4
2010/05/01,45.13,36.36,45.63,39
2010/05/02,32.79,35.22,12.75,27.52
2010/05/03,29.5,36.27,8.13,24.71
2010/05/04,27.2,35.68,8.5,24.39
2010/05/05,27.98,45.11,8.85,25.65
2010/05/06,27.62,51.47,15.6,41.15
2010/05/07,25.12,55.43,8.89,25.95
2010/05/08,25.05,47.38,9.1,22.1
2010/05/09,24.55,41.08,8.3,17.52
2010/05/10,24.88,37.25,8.02,17.04
2010/05/11,23.97,36.83,8.35,17.39
2010/05/12,23.37,33.65,8.15,15.81
2010/05/13,34.34,33.84,8.35,13.6
2010/05/14,31.26,33.13,9.25,13.85
2010/05/15,30.78,33.52,9.94,13.75
2010/05/16,29.79,35.29,9.39,13.35
2010/05/17,26.65,34.93,8.39,12.88
2010/05/18,26.97,34.59,8.03,12.82
2010/05/19,26.01,34.15,8.85,12.6
2010/05/20,25.85,42.18,10.1,12.64
2010/05/21,30.53,41.4,10.94,12.35
2010/05/22,27.62,40.9,12.3,12.14
2010/05/23,84.66,38.88,31.86,73.76
2010/05/24,198.11,40.27,217.94,202.28
2010/05/25,69.9,37.33,67.56,61.49
2010/05/26,74.25,42.36,45.2,20.45
2010/05/27,70,31.32,34.81,30.87
2010/05/28,57.58,38.47,20.04,12.06
2010/05/29,162.77,49.4,252.3,212.55
2010/05/30,179.83,60.2,285.57,263.54
2010/05/31,220.46,61.88,270.95,253.83
2010/06/01,148.88,63.11,217.5,159.33
2010/06/02,124.01,64.8,182.16,126.4
2010/06/03,107,60.79,147.92,89.22
2010/06/04,95.79,63.7,121.4,76.01
2010/06/05,89.09,67.33,102.43,73
2010/06/06,86.33,61.34,95.52,70.59
2010/06/07,75,56.86,68.76,47.09
2010/06/08,67.5,55.9,44.79,33.31
2010/06/09,66.75,55.5,52.7,36.04
2010/06/10,171.66,48.7,51.54,88.05
2010/06/11,192,70.08,322.69,347.44
2010/06/12,194.25,83.12,260.19,227.97
2010/06/13,367.17,76.06,316.69,393.98
2010/06/14,683.75,64.73,600,715.38
2010/06/15,537.75,58.47,407.92,441.2
2010/06/16,380.5,53.7,238.03,276.76
2010/06/17,282.5,49.93,211.3,210.35
2010/06/18,104.91,59.2,66.51,88.66
2010/06/19,108.22,59.86,46.45,68.69
2010/06/20,137.88,61.77,34.4,67.41
2010/06/21,131.13,66.06,37.63,83.73
2010/06/22,135.97,50.68,81.76,165.35
2010/06/23,128.47,67.51,103.51,120.98
2010/06/24,130.89,75.02,93.8,117.91
2010/06/25,137.13,76.58,113.33,147.6
2010/06/26,134,86.41,130,153.75
2010/06/27,119.93,82.3,115.69,153.55
2010/06/28,137.08,74.31,181.67,208.38
2010/06/29,128.86,70.27,141.94,147.66
2010/06/30,124.45,57.7,106.16,124.19
2010/07/01,118.26,64.56,99.12,112.54
2010/07/02,98.04,57.43,64.83,75.19
2010/07/03,90.98,50.43,30.39,44.75
2010/07/04,82.33,44,14.27,32.2
2010/07/05,77.41,41.43,10.71,26.68
2010/07/06,74.66,53.38,11.34,27.19
2010/07/07,69.08,55.79,33.22,31.28
2010/07/08,59.02,54.65,12.47,18.38
2010/07/09,53.5,57.31,9.17,16.93
2010/07/10,56.59,57.66,8.03,14.77
2010/07/11,58.95,43.11,9.63,13.44
2010/07/12,61.22,41.52,23.51,45.74
2010/07/13,88.18,38.52,98.01,90.9
2010/07/14,119.8,38.95,126.04,102.02
2010/07/15,120.33,59.75,76.66,65.34
2010/07/16,111.41,60.25,83.58,54.95
2010/07/17,115.18,60.34,84.66,131.35
2010/07/18,111.68,59.29,133,98.43
2010/07/19,87.12,37,53.77,67.19
2010/07/20,92.08,40.81,63.61,77.01
2010/07/21,135.28,38.7,161.08,251.17
2010/07/22,120.34,60.45,181.57,138.85
2010/07/23,99.93,45,95.83,71.33
2010/07/24,95.87,36.93,66.45,47.43
2010/07/25,113.86,41.77,67.02,43.63
2010/07/26,146.91,49.4,145.5,142.89
2010/07/27,333.75,122.44,703.21,649.88
2010/07/28,400,173.61,869.08,873.41
2010/07/29,336.2,143.38,465.51,448.95
2010/07/30,262.75,75.69,260.42,199.22
2010/07/31,240.83,73.73,171.38,131.78
2010/08/01,241.5,74.95,158.16,149.36
2010/08/02,237.16,69.94,126.27,119.69
2010/08/03,218.5,60.13,101.02,74.91
2010/08/04,196.33,52.97,51.4,65.73
2010/08/05,195,47.04,69.58,57.58
2010/08/06,174.88,65.31,76.8,49.16
2010/08/07,158.63,65.18,60.27,43.2
2010/08/08,142.38,66.43,43.88,40.04
2010/08/09,128.38,59.15,42.56,36.74
2010/08/10,117.51,51.59,31.54,32.04
2010/08/11,120.8,50.4,40.22,31.79
2010/08/12,135.44,47.27,86.8,86.88
2010/08/13,121,43.41,75.51,59.61
2010/08/14,125.01,47.4,55.95,87.51
2010/08/15,142.41,44.38,94.93,123.61
2010/08/16,154.71,47.75,131.05,154.05
2010/08/17,167.41,41.15,120.69,121.54
2010/08/18,163.5,50.15,87.16,105.25
2010/08/19,144,52.38,52.41,78.77
2010/08/20,120.22,52.45,38.54,69.68
2010/08/21,110.79,52.16,29.4,63.68
2010/08/22,110.47,45.47,26.37,60.9
2010/08/23,107.33,48.97,27.38,56.13
2010/08/24,107.94,48.9,23.36,56.79
2010/08/25,117.43,30.51,62.95,87.15
2010/08/26,107.98,44.43,97.13,93.43
2010/08/27,91.83,46.61,35.9,62.43
2010/08/28,111.23,50.47,68.52,132.38
2010/08/29,137.08,45.54,114.19,127.01
2010/08/30,162.88,50.38,110.37,115.26
2010/08/31,121.12,52.63,93.02,107.43
2010/09/01,142.63,49.27,110.2,102.34
2010/09/02,176.5,41.54,128.75,113.12
2010/09/03,152,47.77,79.01,76.94
2010/09/04,153.5,46,82.34,102.87
2010/09/05,153.88,42.02,113.98,111.95
2010/09/06,148.13,34.36,78.98,84.4
2010/09/07,122.91,25.72,61.27,75.23
2010/09/08,112.19,28.85,54.93,69.41
2010/09/09,122.83,16.15,62.84,74.76
2010/09/10,174.63,22.17,75.81,73.77
2010/09/11,158,30.68,79.55,99.9
2010/09/12,141.88,21.29,138.85,126.33
2010/09/13,121.27,43.45,84.93,83.7
2010/09/14,108.41,48.77,49.27,70.04
2010/09/15,98.45,47.99,33.34,60.63
2010/09/16,90.66,52.08,25.01,58.15
2010/09/17,86.75,61.08,37.08,64.73
2010/09/18,85,70.41,54.31,66.4
2010/09/19,1018.11,60.86,1173.68,1235.81
2010/09/20,1181.2,24.7,1160.48,1055.75
2010/09/21,733.15,21.02,465.58,546.75
2010/09/22,678.53,16.82,408.41,392.13
2010/09/23,602.25,36.47,265.77,288.07
2010/09/24,501.67,59,255.6,249.78
2010/09/25,487,69.8,251.94,193.91
2010/09/26,479.5,70.62,238,182.97
2010/09/27,632.5,54.27,181.75,123.8
2010/09/28,155.72,57.09,158.25,101.26
2010/09/29,151,63.84,157.69,97.4
2010/09/30,144.05,68.05,164.05,116.01
2010/10/01,144.38,69.48,136.88,76.66
2010/10/02,140.17,68.98,142.5,79.16
2010/10/03,139.16,68.59,146.97,99.06
2010/10/04,135.77,41.34,145.5,73.73
2010/10/05,131.64,49.31,116.73,61.06
2010/10/06,126.43,45.25,99.18,55.25
2010/10/07,127.62,46.38,118.69,74.94
2010/10/08,120.83,51.63,92.66,52.88
2010/10/09,116.8,48.56,95.02,50.38
2010/10/10,115.51,51.93,92.02,53.72
2010/10/11,113.77,40.02,98.51,52.06
2010/10/12,107.54,44.52,88.86,38.56
2010/10/13,106.52,63.2,85.33,39.52
2010/10/14,106.8,45.36,106.4,48.68
2010/10/15,83.26,41.95,98.04,35.86
2010/10/16,71.98,41.43,91.94,30.17
2010/10/17,84.05,41.06,93.59,35.47
2010/10/18,75.19,37.09,95.19,31.56
2010/10/19,85.12,41.95,86.5,31.86
2010/10/20,78.87,48.06,90.87,31.19
2010/10/21,84.51,47.74,98.26,48.33
2010/10/22,106.52,62.84,116.44,58.58
2010/10/23,73.5,45.84,70.83,67.77
2010/10/24,88.02,37.75,41.36,46.81
2010/10/25,110.29,37.13,24.35,36.88
2010/10/26,108.27,21.95,15.25,25.32
2010/10/27,103.87,23.77,11.8,23.96
2010/10/28,99.48,25,10.55,24.84
2010/10/29,98.73,25.02,8.15,24.03
2010/10/30,97.37,22.95,7.44,23.7
2010/10/31,92.87,22.72,7.21,21.84
2010/11/01,90.58,22.87,7.23,22.28
2010/11/02,88.56,24.26,7.71,23.79
2010/11/03,87.19,22.1,7.61,22.64
2010/11/04,87.87,22.8,11.52,30.53
2010/11/05,101.22,35.11,8.31,26.34
2010/11/06,93.69,36.33,8.4,27.04
2010/11/07,87.38,30.26,10.6,25.47
2010/11/08,84.73,32.45,8.81,25.15
2010/11/09,83.08,32.84,6.78,24.57
2010/11/10,79.33,30.72,5.94,23.55
2010/11/11,77,25.53,4.19,24.48
2010/11/12,73.77,19.71,2.98,24.84
2010/11/13,79.77,26.32,10.03,34.13
2010/11/14,89.72,23.65,21.71,49.68
2010/11/15,79.48,30.94,14.72,34.36
2010/11/16,78.65,28.7,7.36,41.02
2010/11/17,74.08,16.95,7.17,32.43
2010/11/18,71.68,14.52,8.11,40.02
2010/11/19,71.23,14.46,5.17,28.8
2010/11/20,70.26,18.37,3.39,30.29
2010/11/21,69.12,17.76,3.97,30.46
2010/11/22,69.12,11.28,5.38,29.43
2010/11/23,68.98,14.75,5.19,34.29
2010/11/24,68.59,11.9,6.26,38.68
2010/11/25,68.06,6.48,5.61,35.09
2010/11/26,66.94,6.3,4.84,32.13
2010/11/27,67.61,6.75,5.23,30
2010/11/28,67.94,6.78,4.59,28.73
2010/11/29,67.75,11.35,4.59,29.67
2010/11/30,66.88,28.5,4.8,36.97
2010/12/01,67.81,18.56,11.1,49.38
2010/12/02,67.36,9.43,13.25,40.31
2010/12/03,67.48,11.71,8,36.41
2010/12/04,65.95,14.64,7.86,30.22
2010/12/05,64.73,10.6,4.13,29.6
2010/12/06,65.37,13.36,4.38,32.16
2010/12/07,65.31,9.51,4.51,30.28
2010/12/08,64.55,9.72,3.27,25.26
2010/12/09,63.79,15.18,5.09,39.93
2010/12/10,63.74,22.23,3.34,28.72
2010/12/11,64.68,17.4,4.19,29.46
2010/12/12,65.61,15.1,4.67,28.98
2010/12/13,68.02,11.85,3.71,26.28
2010/12/14,70.33,16.01,3.39,20.61
2010/12/15,71.83,12.35,3.5,17.43
2010/12/16,85.75,15.93,4.4,34.58
2010/12/17,74.76,20.07,23.43,60.22
2010/12/18,62.93,20.59,12.64,28.56
2010/12/19,59.65,20.37,11.3,26.14
2010/12/20,60.52,11.11,7.48,22.7
2010/12/21,58.43,14.23,3.9,21.22
2010/12/22,57.9,15.68,4.92,23.05
2010/12/23,56.97,11.34,6.65,21.04
2010/12/24,57.43,12.53,5.34,20.85
2010/12/25,58.66,12.36,4.44,23
2010/12/26,60.47,15.63,12.21,40.45
2010/12/27,59.88,15.53,25.75,66.23
2010/12/28,60.13,14.42,26.25,71.48
2010/12/29,60.47,11.42,25.42,75.61
2010/12/30,60.24,11.26,22.32,79.9
2010/12/31,59.59,7.78,21.71,80
2011/01/01,42.33,10.55,19.36,53.33
2011/01/02,43.47,10.09,17.32,43.59
2011/01/03,42.93,7.67,14.63,43.75
2011/01/04,40.4,7.69,9.89,41.75
2011/01/05,40.47,6.3,6.01,43.79
2011/01/06,38.27,4.38,5.53,44.54
2011/01/07,40.06,4.46,5.57,42.59
2011/01/08,39.2,4.17,5.88,41.77
2011/01/09,35.31,3.5,6.11,41.47
2011/01/10,24.57,5.55,5.13,38.33
2011/01/11,18.17,4.32,4.92,37.29
2011/01/12,29.25,11.43,8.19,41.84
2011/01/13,34.04,12.28,20.01,54.2
2011/01/14,29.7,14.27,15.78,50.08
2011/01/15,27.79,11.4,11.93,46.4
2011/01/16,26.92,11.97,8.85,43.54
2011/01/17,28.54,9.46,8.57,42.9
2011/01/18,29.2,11.52,8.22,42.45
2011/01/19,29.7,9.09,7.73,41.59
2011/01/20,30.87,7.67,7.53,41.34
2011/01/21,38.5,8.93,8.55,40.5
2011/01/22,34.04,11.68,12.21,37.5
2011/01/23,31.45,8.93,10.67,35
2011/01/24,30.25,9.36,8.8,33.38
2011/01/25,30.2,10.05,5.67,32.25
2011/01/26,29.87,8.77,4.21,30.12
2011/01/27,28.95,8.77,4.34,27.79
2011/01/28,28.7,9.01,5.71,30.21
2011/01/29,28.5,6.21,5.96,30.03
2011/01/30,30.32,8.22,6,29.93
2011/01/31,30.29,8.72,6.07,29.68
2011/02/01,28.87,10.01,6.26,28.43
2011/02/02,28.2,9.59,6.82,28
2011/02/03,27.92,8.42,5.01,27.17
2011/02/04,27.75,8.67,4.76,25.39
2011/02/05,27,12.09,4.67,24.96
2011/02/06,26.5,8.68,4.94,23.62
2011/02/07,26.2,10.85,5.44,22.13
2011/02/08,25.82,11.77,5.55,21.07
2011/02/09,25.67,11.98,5.42,21.8
2011/02/10,25.92,11.22,4.15,20.6
2011/02/11,25,10.81,3.84,19.45
2011/02/12,24.29,12.05,4.13,19.1
2011/02/13,24.57,12.01,3.74,19.18
2011/02/14,40.15,5.26,5.3,20.35
2011/02/15,38.56,0.05,5.9,18.35
2011/02/16,47.33,2.28,3.91,16.32
2011/02/17,57.58,0.44,3.14,16.38
2011/02/18,46.22,1.9,3.1,17.35
2011/02/19,47.47,3.66,3.93,16.03
2011/02/20,54.41,2.61,4.92,18.39
2011/02/21,65.25,0.73,5.53,19.03
2011/02/22,59.91,4.19,5.55,18.45
2011/02/23,63.41,3.4,4.13,15.18
2011/02/24,50.77,3.96,3.96,13.18
2011/02/25,64,5.11,3.69,15.25
2011/02/26,64.75,4.73,3.49,18.03
2011/02/27,60.16,5.65,3.35,17.37
2011/02/28,56.75,3.15,3.07,15.73
2011/03/01,47.47,4.84,3.19,16.23
2011/03/02,44.31,4.17,3.41,16.28
2011/03/03,43.97,5.59,3.22,14.56
2011/03/04,42.52,7.55,2.75,15.01
2011/03/05,44.61,7.76,2.72,16.8
2011/03/06,44.47,10.18,2.77,17.54
2011/03/07,57.5,7.46,4.13,19.9
2011/03/08,52.79,2.86,5.3,18.78
2011/03/09,50.29,3.21,4.48,16.27
2011/03/10,45.77,4.96,3.96,16.94
2011/03/11,46.2,7.9,4.09,15.5
2011/03/12,45.15,9.72,4.15,15.57
2011/03/13,43.93,8.35,4.23,14.63
2011/03/14,42.75,6.73,3.41,14.52
2011/03/15,43.02,5.69,2.44,14.32
2011/03/16,43.38,5.28,2.25,15.22
2011/03/17,39.02,8.52,3.57,14.52
2011/03/18,40.09,10.81,3.99,14.64
2011/03/19,44.11,7.26,4.8,15.1
2011/03/20,35.45,7.67,4.67,13.42
2011/03/21,32.04,10.42,4.59,13.52
2011/03/22,36.25,9.52,4.03,13.8
2011/03/23,34.68,7.32,4.34,13.35
2011/03/24,30.15,8.81,4.8,14.89
2011/03/25,35.25,11.35,4.26,13.35
2011/03/26,36.34,10.25,4.26,12.88
2011/03/27,39.77,8.6,5.42,13.77
2011/03/28,67.62,3.88,6.11,17.34
2011/03/29,81.56,2.1,5.96,18.39
2011/03/30,75.68,3.52,7.59,16.54
2011/03/31,36.43,11.18,7.55,14.5
2011/04/01,29.92,16.62,6,13.67
2011/04/02,28.82,17.46,5.01,13.55
2011/04/03,28.2,19.57,4.76,13.27
2011/04/04,27.62,19.12,4.53,13.17
2011/04/05,27.79,19.14,4.32,13.3
2011/04/06,26.79,18.68,3.54,13.13
2011/04/07,25.82,22.13,3.74,13.06
2011/04/08,25.5,23.37,2.41,12.77
2011/04/09,24.32,19.21,2.14,12.46
2011/04/10,23.67,18.87,1.96,12.21
2011/04/11,23.25,19.28,2.48,13.05
2011/04/12,22.62,19.04,3.14,12.42
2011/04/13,22,19.39,3.04,12.27
2011/04/14,22,19.43,2.47,12.88
2011/04/15,21.75,16.18,2.24,13.19
2011/04/16,21.92,17.77,2.19,12.93
2011/04/17,22.17,15.98,2.23,13.77
2011/04/18,31.5,7.94,2.23,13.92
2011/04/19,26.07,8.97,2.94,13.68
2011/04/20,22.95,10.05,2.76,12.03
2011/04/21,21.95,18.89,2.74,12.52
2011/04/22,21.87,20.62,3.32,12.1
2011/04/23,22,18.7,3.06,11.88
2011/04/24,22.07,20.22,2.53,11.6
2011/04/25,21.29,19.34,2.09,11.1
2011/04/26,20.25,21.27,2.14,11
2011/04/27,20.17,18.82,2.15,10.47
2011/04/28,19.5,18.52,2.17,11.28
2011/04/29,19.62,18.78,2.2,11.39
2011/04/30,20.07,21.31,2.45,11.18
2011/05/01,20.12,19.34,2.5,10.76
2011/05/02,20,18.7,2.52,11.15
2011/05/03,19.62,20.79,2.6,9.94
2011/05/04,18.62,20.04,2.17,11.06
2011/05/05,19,18.48,2.17,10.09
2011/05/06,18.95,20.18,2.1,9.4
2011/05/07,18.37,19.78,2.13,9.36
2011/05/08,17.75,19.4,1.96,8.65
2011/05/09,19.75,19.37,1.83,6.92
2011/05/10,18.82,19.69,1.75,6.03
2011/05/11,18.62,17.43,2,6.19
2011/05/12,33.52,17.32,1.88,10.75
2011/05/13,37.75,16.87,3.72,37.25
2011/05/14,43.83,17.82,17.6,29.68
2011/05/15,27.67,5.84,6.67,16.81
2011/05/16,28.95,15.21,2.3,14.55
2011/05/17,129.25,9.46,109.15,147.82
2011/05/18,107.09,5.19,397.13,278.45
2011/05/19,38.56,4.34,144.96,66.01
2011/05/20,28.7,5.5,82.4,36.45
2011/05/21,20.12,4,79.22,59.33
2011/05/22,18,3.96,150.85,105.52
2011/05/23,24,6.15,238.46,152.53
2011/05/24,23.87,7.9,235.97,122.73
2011/05/25,20.32,18.32,87.05,59
2011/05/26,20.2,30.35,81.94,63.88
2011/05/27,24.12,33.63,146.74,105.16
2011/05/28,24.42,30.32,91.55,54.9
2011/05/29,24.7,30.69,70.09,38.52
2011/05/30,25.25,22.95,37.34,27.2
2011/05/31,23.82,26.45,21.5,24.79
2011/06/01,24.67,33.59,38.84,36.84
2011/06/02,28.75,34.97,63.86,40.11
2011/06/03,34.38,34.02,48.58,33.15
2011/06/04,38.27,33.97,36.34,27.9
2011/06/05,34.75,31.54,29.79,23.13
2011/06/06,31.92,28.04,22.25,17.92
2011/06/07,33,23,17.55,16.73
2011/06/08,31.12,21.95,16.5,15.13
2011/06/09,30.22,23.02,16.75,28.55
2011/06/10,34.97,23.6,19.28,22.7
2011/06/11,31.2,22.87,12.14,17.89
2011/06/12,30.7,21.45,12.3,16.95
2011/06/13,31.07,21.47,11.8,16.21
2011/06/14,31.54,19.12,13.35,26.84
2011/06/15,34.56,21.62,16.7,20.32
2011/06/16,40.52,23.12,3.77,17.11
2011/06/17,38.27,25.21,4.25,28.62
2011/06/18,48.06,26.7,10.11,54.47
2011/06/19,119.52,22.93,56.22,131.85
2011/06/20,84.54,17.73,146.44,172.6
2011/06/21,44.33,23.63,12.94,41.59
2011/06/22,52.91,24.45,3.54,36.65
2011/06/23,41.27,24.25,4.4,37.72
2011/06/24,51.97,24.64,2.5,29.1
2011/06/25,446.95,39.04,409.69,519.46
2011/06/26,125.62,27.04,219.16,191.83
2011/06/27,127.58,22.15,257.2,235.21
2011/06/28,139.33,22.12,304.45,214.66
2011/06/29,107.3,24.96,186.75,135
2011/06/30,69.02,22.48,135.49,90.25
2011/07/01,55.47,28.5,91.08,73.33
2011/07/02,52.91,31.79,110.26,118.26
2011/07/03,47.5,33.36,127.62,93.5
2011/07/04,49.22,25.12,84.62,65.65
2011/07/05,45.91,26.04,87.8,59.86
2011/07/06,35.63,26.95,55.86,40.97
2011/07/07,33.91,27.89,50.47,37.75
2011/07/08,31.54,25.72,46.52,33.7
2011/07/09,29.32,25.61,41.22,28.11
2011/07/10,27.5,29.04,64.05,45.47
2011/07/11,33.49,31.6,75.69,71
2011/07/12,42.83,28.38,281.92,267.77
2011/07/13,61.72,27.06,329.33,237.71
2011/07/14,99.81,29.62,334.32,257.82
2011/07/15,93.55,17.1,271.64,183.16
2011/07/16,56.83,21.89,167.17,119.79
2011/07/17,58.88,31.95,130.6,89.5
2011/07/18,81.94,37.15,196.27,149.42
2011/07/19,718.26,68.43,1507.71,1371.73
2011/07/20,303.13,49.29,1044.82,718.09
2011/07/21,172.33,46.36,554,387.69
2011/07/22,132.88,39.88,352.35,197.61
2011/07/23,95.87,41.04,232.71,139.16
2011/07/24,69.84,29.43,147.57,113
2011/07/25,56.09,29.5,135.38,113.29
2011/07/26,51,26.04,98.94,98.16
2011/07/27,41.59,31.52,101.08,89.23
2011/07/28,45.52,29.6,54.41,80.33
2011/07/29,182.33,29.29,90.37,144.38
2011/07/30,159.08,35.22,188.41,171.88
2011/07/31,123.25,29.29,96.66,109.75
2011/08/01,104.63,28.04,86.4,100.45
2011/08/02,94.52,25.62,68.33,91.58
2011/08/03,89.15,28.89,90.87,88.41
2011/08/04,75.76,29.25,64.94,77
2011/08/05,73.34,30.07,53.68,69.56
2011/08/06,84.83,36.41,54.45,73.81
2011/08/07,67.9,43.91,50.22,64.36
2011/08/08,81.36,86.91,45.88,66.18
2011/08/09,77.87,33.74,50.93,65.44
2011/08/10,76.77,70.08,74.12,83.73
2011/08/11,152.27,73.65,257.04,197.5
2011/08/12,155.32,52.68,263.32,222.75
2011/08/13,136.28,54.79,191.03,140.88
2011/08/14,126.62,43.86,113.2,97.5
2011/08/15,117.62,38.52,82.15,79.25
2011/08/16,123.25,25.97,71.88,72.23
2011/08/17,145.25,20.4,73.16,64.37
2011/08/18,157.66,25.7,61.77,61.4
2011/08/19,154.21,26.87,64.62,54.5
2011/08/20,147.21,27.45,49.93,48.2
2011/08/21,134.88,27.62,49.93,47.54
2011/08/22,126.12,26.57,46.72,47.29
2011/08/23,128.88,26.82,40.84,51.31
2011/08/24,148.13,21.2,112.29,117.37
2011/08/25,180.78,12.11,126.31,95.62
2011/08/26,141.13,22.96,70.33,61.88
2011/08/27,131.88,28.5,68.97,65.83
2011/08/28,325.8,32.22,115.33,100.33
2011/08/29,865.55,18.76,671.5,494.42
2011/08/30,258.73,11.39,395.85,250.25
2011/08/31,159.28,19.44,359.13,231.58
2011/09/01,136,26.64,297.57,158.63
2011/09/02,116.37,28.12,205.75,144.33
2011/09/03,142.78,26.11,173.27,115.75
2011/09/04,190.96,29.22,148.27,95.12
2011/09/05,207.5,32.74,139.78,81.5
2011/09/06,205.53,29.55,128.94,69.08
2011/09/07,191.66,32.02,98.5,69.23
2011/09/08,178.66,27.94,93.55,65.12
2011/09/09,169.16,25.2,81.33,59.88
2011/09/10,162.71,27.34,87.16,68.83
2011/09/11,155.78,26.65,86.83,63.84
2011/09/12,144.5,26.82,71.79,60.43
2011/09/13,135.88,27.47,70.2,58.38
2011/09/14,129.5,23.13,69.19,74.55
2011/09/15,125.12,24.86,88.76,84.79
2011/09/16,121.37,28.42,74.79,70.16
2011/09/17,116.62,27.72,55.75,57.7
2011/09/18,112.5,25.14,43.45,49.45
2011/09/19,108.25,22.12,39.08,44.5
2011/09/20,104.75,20.29,33.66,42.47
2011/09/21,102.5,18.45,36.29,41.95
2011/09/22,96.05,24.57,18.22,40.83
2011/09/23,91.72,26.45,14.4,44.34
2011/09/24,89.37,30.7,12.47,42.15
2011/09/25,90.31,31.05,13.63,43.95
2011/09/26,91.94,24.29,17.6,49.47
2011/09/27,85.52,24.34,12.89,42.02
2011/09/28,88.44,27.29,9.93,39.22
2011/09/29,89.26,20.7,9.71,37.5
2011/09/30,81.33,20.65,7.5,38.25
2011/10/01,91.84,27.64,6.3,39.91
2011/10/02,613.53,14.07,33.49,68.44
2011/10/03,977.58,4.53,468.44,294.79
2011/10/04,531.8,0.54,261.63,156.63
2011/10/05,236.66,2.61,130.89,87.7
2011/10/06,225.41,3.02,43.29,76.23
2011/10/07,238.33,10.67,33.58,65.91
2011/10/08,216.03,22.18,43.95,66.19
2011/10/09,190.5,29.65,47.63,60.93
2011/10/10,182.5,22.39,50.88,57.06
2011/10/11,186,24.64,42.83,58.04
2011/10/12,189.03,27.44,80,82.13
2011/10/13,167.16,28.62,65.45,71.2
2011/10/14,156.58,23.86,47.66,53.77
2011/10/15,197.33,26.35,58.16,71.04
2011/10/16,177.83,25.82,69.66,68.29
2011/10/17,163.66,23.3,59.25,56.08
2011/10/18,154.13,21.54,49.5,46.52
2011/10/19,144.38,24.25,45.88,42.2
2011/10/20,139,26.12,46.13,43.9
2011/10/21,131.75,22.37,44.63,40.45
2011/10/22,127.37,21.43,35.75,32
2011/10/23,121.87,24.68,33.33,31.32
2011/10/24,117.25,21.87,29.82,30.79
2011/10/25,104.62,23.78,25.17,29.87
2011/10/26,101.01,19.79,24.5,28.29
2011/10/27,99.19,18.56,20.07,25.39
2011/10/28,98.37,26.25,20.07,24.72
2011/10/29,96.84,26.93,20.75,25.53
2011/10/30,91.48,26.75,20.17,24.39
2011/10/31,86.34,16.06,22.75,24.03
2011/11/01,79.58,12.26,21.6,23.98
2011/11/02,75.73,20.72,11.88,23.96
2011/11/03,75.02,20.05,14.55,24.96
2011/11/04,73,16.45,11.65,24.89
2011/11/05,70.16,19.52,11.84,24.79
2011/11/06,67.83,19.29,11.84,24.1
2011/11/07,68.08,15.48,11.13,25.03
2011/11/08,101.01,8.68,11.78,27.72
2011/11/09,138.25,4.09,16.01,36.75
2011/11/10,296.79,15.52,252.96,257.61
2011/11/11,566.66,25.56,392.7,311.29
2011/11/12,250.21,27.04,181.33,105.37
2011/11/13,216.88,21.85,135.1,72.16
2011/11/14,202.5,20.73,108.87,62.04
2011/11/15,207.08,18.53,99,55.83
2011/11/16,194.38,19.35,80.33,47.79
2011/11/17,208.08,20.62,82.5,46.58
2011/11/18,206.5,21.68,95.29,47.38
2011/11/19,193.88,26.97,83.66,38.2
2011/11/20,197.08,24.64,117.33,42.4
2011/11/21,168.5,26.6,100.33,38.29
2011/11/22,157.71,26.19,86.66,35.29
2011/11/23,150.13,21.27,88.66,38.68
2011/11/24,143.88,20.21,115.3,42.54
2011/11/25,152.38,18.29,103,42.29
2011/11/26,134,15.77,97.33,42.45
2011/11/27,127.5,13.32,97.5,41.5
2011/11/28,119.12,15.86,98.5,42.15
2011/11/29,116.25,17.27,103.5,42.54
2011/11/30,111.5,16.25,103.33,44
2011/12/01,107.25,16.69,102.5,45
2011/12/02,103.25,15.42,99.16,45.15
2011/12/03,100.76,15.97,99,45.4
2011/12/04,96.37,14.6,96.33,42.97
2011/12/05,100.19,18.7,85.33,48.31
2011/12/06,101.15,26,95.83,64.37
2011/12/07,95.91,25.87,93.33,62.13
2011/12/08,92.41,18.71,48.38,38.88
2011/12/09,91.94,19.37,48.54,48.86
2011/12/10,101.37,22.09,52.38,70.12
2011/12/11,102.62,23.96,52.38,72.94
2011/12/12,106.5,24.87,53.38,75.43
2011/12/13,114.25,21.29,60.38,76.41
2011/12/14,109.62,15.34,50.66,58.97
2011/12/15,105.12,8.97,48.2,37.38
2011/12/16,99.83,8.44,58.25,36.45
2011/12/17,93.23,12.31,56.88,35.41
2011/12/18,88.91,12.06,57,34.79
2011/12/19,84.72,9.18,57.63,34.58
2011/12/20,82.73,7.82,44.75,34.33
2011/12/21,81.22,6.28,42.16,33.88
2011/12/22,77.83,5.94,40.33,33.91
2011/12/23,74.44,7.69,45.38,33.63
2011/12/24,71.83,8.72,48.88,33.41
2011/12/25,71.16,9.14,48.63,33.38
2011/12/26,70.16,6.15,54.25,47.83
