,parBETA,parFC,parLP,parPCORR,parK0,parUZL,parPERC0
0,1.0,624.3730965382983,1.0,0.2,0.5840562782646589,7.564395399854385,0.0
1,1.0,306.094607356936,0.988400950142617,0.14986209480506127,0.7402092506465391,36.68266706851586,1.0203383911805568
2,1.0,421.30160701973097,1.0,0.2,0.7489145636190384,7.2472022654544785,0.0
3,1.0,391.81433726436455,1.0,0.2,0.7854815543798727,17.048041400013446,0.0
4,1.0143588134952357,738.8480755731099,0.8305407576265762,0.14432241689373324,0.9,3.2846383401404213,0.0
5,1.0,754.8767420608941,0.6742809077827727,0.17471916568739657,0.5667679061638146,10.564155787444875,0.06145951769267448
6,1.0013794646948797,443.59372121277363,0.5929249050837102,0.06662431734236669,0.13351619797877654,63.15171695637543,0.453679644539106
7,1.0,755.7751019107498,0.9631313453943569,0.0986362106589864,0.5119852205693716,2.528598294875419,0.0
8,1.0300376488092315,416.47993033238555,0.6612736169604256,0.11758766689967691,0.7362862469583841,5.405770610250787,0.2054837988795588
9,1.0,346.1752517870627,1.0,0.2,0.572017024014119,6.047438324397566,0.0
10,1.0,345.1140524704748,1.0,0.2,0.643191373726847,10.379625290324878,0.017509373312694292
11,1.0,803.1306709824681,0.7901916343889605,0.1591130435698992,0.49679586344861826,8.057057843535473,0.0
12,1.0,856.7534682201536,0.9802720155501841,0.06531651214105777,0.47889284972480456,4.05528740592567,0.0
13,1.0,439.2466846038043,1.0,0.2,0.7073589215694672,10.906657945715516,0.6382675879017766
14,1.0,766.5679502230473,0.9982298460440566,0.040977767654336555,0.30500693032079224,2.9355788857236083,0.0
15,1.0,859.7253163375836,0.6700258766533246,0.15056082416506875,0.9,11.412724287858053,0.0
16,4.664858237398227,683.3240967733883,0.6442578139696711,0.2,0.806259778164794,11.560568493037707,0.0
17,1.0051337493414128,478.5491214620295,0.8191688737729171,0.09137458604508358,0.6197833808306096,9.194526840151742,0.0
18,1.0,468.5462207103634,1.0,0.2,0.8466138372101056,43.36381626913521,2.330926419985422
19,1.0,387.9375132934537,1.0,0.2,0.6373839999383113,16.439861861971355,0.0
20,1.0100572738392304,261.9469904835302,0.9946601356457266,0.1973510110604998,0.8666745392636204,5.496315626774276,0.8267781454481259
21,1.0,341.3550826233769,0.8222043951800582,0.11151584011115788,0.5452141920827747,6.0179947865698376,0.0
22,4.418268829210572,917.7239554639375,0.719926966232187,0.0748017841337938,0.7043953547560837,3.4142835186599405,0.035021146381923315
23,1.0,583.6609926564777,1.0,0.2,0.8085003173334637,7.333653600055485,0.0
24,1.0,444.8332967260128,1.0,0.2,0.7409834475230244,8.292041557933523,0.0
25,1.0,677.1431568310535,0.8353209554882371,0.042729522515377406,0.4263098596560594,11.847310782888453,0.0658176273722544
26,1.0,385.38091455639096,1.0,0.2,0.8094480916606409,5.04421329553566,0.540829892392582
27,1.0,451.60193021964017,1.0,0.2,0.8011486122566027,8.99188906715247,1.1858365144817675
28,1.0,584.8222831662499,1.0,0.2,0.6633555978323762,12.910710074207017,0.01034334031973731
29,1.0,255.19953361414827,0.9899308433481688,0.12763390592038792,0.695191499065811,28.44153333129328,0.8680761360880094
30,1.00775432457587,874.8836262898016,0.8759238163979234,0.04680584531242857,0.33148578255617706,3.7131351670130823,0.0
31,3.2441802100458332,963.7876519561776,0.8025355351352937,0.09676630362851452,0.268108384865969,3.207520178990244,0.0
32,1.190777927642493,577.2532116785721,0.5822091273179205,0.04702411810456444,0.23279829196073706,1.4467291778535252,0.0
