,parBETA,parFC,parLP,parPCORR
0,5.855513533711218,999.9999996523827,0.9999999993468859,0.00630682364365149
1,1.0000010769472234,999.9999996221824,0.9999999993430714,0.038899167104178484
2,1.0000002336979135,999.9999979502352,0.9999999875113647,0.05878411635449046
3,1.0000013259914762,999.9999992487623,0.9999999994057229,0.023863523836923518
4,1.0000024038125928,999.9999977516775,0.9999999995382433,0.03576255082900316
5,1.0000028254477655,999.9999999414811,0.9999999977048478,0.028176045882797176
6,1.0000018607621195,768.505809687242,0.9999976034972626,0.0042660872596777255
7,5.765571751121777,854.8344363619016,0.9119479967638089,2.0121439787914376e-11
8,1.0000012044843052,521.2993571542338,0.9999980573577136,0.011405391007006157
9,1.0000003687882777,571.5763950820235,0.9999995483153464,0.033279468106729715
10,1.000000032244937,158.68401751892375,0.9999999933616746,0.138955694850216
11,1.0000002823992014,999.9999898919771,0.9999999847549168,0.004725500904631643
12,1.0000000059269285,50.00000027804892,0.9999999450741578,0.06303355299767031
13,1.0000238282738452,999.999696963804,0.9999998764664075,0.0012773482350320192
14,1.0000000478016924,69.31530585248545,0.9999999907092892,0.11053319739681113
15,1.000002349526506,981.8655120626953,0.9999813493340183,0.016329292680369065
16,4.596227997408308,964.5272587353766,0.7143903568445362,1.0613466209105278e-11
17,1.000000152844655,171.0730629490387,0.9999990485383863,0.008843144355841577
18,1.000000051925469,52.39538261792868,0.9999999140234248,0.027339654679332054
19,1.0000001499372593,50.495037288414444,0.9999999750707876,0.029728802338740493
20,1.0000022498031362,201.32542389023715,0.9999997532168675,0.0021039643124555743
21,1.0000031006982877,212.1714780278928,0.9999972099269553,0.004307142944507332
22,1.0000091518529817,999.9999951067751,0.9999999994244627,0.003799193303262595
23,1.0000002543765123,561.0045838457095,0.9999998474207411,0.038656615926080315
24,1.0000001021352376,624.6880547601866,0.9999998336942688,0.04179835607640016
25,1.0000003880313635,999.9999982448815,0.9999999954438377,0.005292921332420996
26,1.0000084853176956,931.1123938507758,0.9999632838514005,0.0003425944790379219
27,1.0000000086324112,573.1713787476442,0.9999776093770354,0.0021531234707650227
28,2.1972602900533302,997.2174110983578,0.9982541145114009,2.180641851882582e-11
29,1.0000025416719192,999.9999824890666,0.9999999750337658,0.0010795010825743493
30,1.0000049894459315,999.999998457297,0.9999999987367398,0.0009293757630834953
31,1.0000004943455045,999.9999934199186,0.9999999738498647,0.004323739831766705
32,1.0000001710259814,111.7323959939214,0.9999997079094953,0.0063004298932293114
