,parBETA,parFC,parLP,parPCORR,parK0,parUZL,parPERC0
0,4.5107737180218725,646.7849055292237,0.5766902546577665,0.1665301874134082,0.26374673030602414,64.63713306651812,9.50439213784892
1,2.61350879921184,949.7377848425039,0.36199922155478814,0.1519627330226249,0.29926032655982115,52.241279776400205,1.737729054808137
2,2.4236096278149537,555.5675891439931,0.3531292018710215,0.05205395195599425,0.6547129320401412,18.275952073152325,4.800790406385031
3,2.966601686452518,689.3694799851098,0.6035056136776997,0.12235999977260964,0.16652784041606822,72.8515006609986,9.65120557510947
4,4.467181306059252,465.4353207563569,0.6597525382554671,0.06056173439895527,0.2922979210739181,62.58176157965492,6.47881429333381
5,5.354173261043002,387.76428724447703,0.5893081731636813,0.06715310621725976,0.8705778951653378,57.89951676188954,5.089670785759415
6,5.2819510846689415,828.3385616153272,0.5901057819272881,0.07466717361744857,0.5485327408451868,48.7365039777341,2.5578880670276316
7,4.870748997516239,578.0517633156456,0.42646270245871154,0.14304056897213205,0.8024597479910448,65.22917893558986,5.95791616908935
8,5.3627905440523795,932.9572224269311,0.5148913870319279,0.03359924788965532,0.6606745719622071,93.00833080762965,4.48652692899233
9,2.633061407267771,283.3766706811581,0.31094187888119657,0.14228851153150415,0.7359517944091188,79.09583911264644,1.7756237812219684
10,3.4248283503064743,664.8926928648177,0.7502799755979564,0.09427183014910584,0.1201714965643752,65.258332932081,7.710232535545454
11,3.83984353016662,224.5565706090776,0.38549081133203994,0.014343678037139637,0.41508241486020825,0.15963471186115896,3.18486991603098
12,3.477241835499627,563.4099691662092,0.4100412933182756,0.052491697085489154,0.33327616095561724,19.699135089013097,6.965597100583838
13,5.776094591024426,536.0082954468418,0.41064176435759525,0.06471447171166808,0.5822116975991567,3.429846429084499,1.6617173351096675
14,4.553562054448101,759.1269731203105,0.7736111269057013,0.009212783388700421,0.5490070160206979,27.455373976866166,7.370158736274864
15,2.7181043532745255,277.81617509549153,0.7744672073785852,0.1094599781065953,0.4985399106112867,83.00374493627675,4.972670894269515
16,2.3251134409237157,989.6172427950212,0.9581215221986252,0.10907552682958643,0.24397122155582238,89.15493425177439,4.835201974319719
17,5.525836076718518,869.1373643001158,0.4558738437098109,0.025860640114734643,0.34727281127297377,26.224977786784226,4.479029016784914
18,5.875742805222587,952.1898534346973,0.5959916379590875,0.08758066819403702,0.7370768917990632,3.7104202165187985,1.20297244186176
19,1.7790828008242139,535.3217558736393,0.24759122404319467,0.09641127234747297,0.28830308820719436,91.68509037258028,1.748070584317646
20,3.0330965895357584,274.381689879072,0.8502145600699692,0.044887201415759,0.3386475534155329,56.69999040841671,4.698431368280886
21,2.769875088492931,533.1902636339406,0.41953256900247393,0.1736839536116047,0.39969363870480223,3.3815758247977925,1.764152083665755
22,5.896966784706234,259.760878878577,0.5264810197652032,0.19473920817117343,0.45346873604850524,63.92229639613923,3.820528302768432
23,2.031399896760096,149.18379970638745,0.45164992118513225,0.14745924317265147,0.8576907533733131,19.56079646246396,0.19768833407566966
24,2.7684784365373605,610.0117655134882,0.43409998916252507,0.06834500064916876,0.21922121691407787,43.790085369088665,7.902435809776315
25,3.310962025892649,994.8378835149533,0.4675109051354616,0.1390200268065405,0.365483270832082,50.22606528665482,8.493276209326494
26,3.8828503663773275,456.8408426924521,0.21463701738250546,0.09007477588889308,0.3154697267317387,44.715346246774175,4.166982783176001
27,1.7833714428943284,751.7166784314392,0.5905857056414886,0.07870234528368925,0.20462864020260846,8.842058160468639,6.165998542065751
28,4.482289360682872,656.1139064471893,0.9105650199939729,0.11331301764220202,0.635467900066901,96.3028619692884,3.240902311117293
29,5.361321191923279,793.3020843198135,0.9175294868618046,0.1129346087300744,0.41032320332392513,34.3677009339067,4.25653174355144
30,1.2393433747174507,508.22452237182375,0.42938248611767227,0.07222508137312202,0.3530189371720106,6.500534063572118,0.3156004613778931
31,3.936272183605999,470.94142746761,0.23731508324906658,0.052495282002400015,0.2292231906450479,42.2532493583575,4.680659615508482
32,4.645800771581559,163.03896127519334,0.5977602974503525,0.15172329825466327,0.6107464585570119,73.80075043931988,6.139737611718575
